rfe_n_features,rfe_step,selected_features,n_estimators,max_depth,learning_rate,subsample,colsample_bytree,rmse,mae,r2
10,0.1,"['sma_5', 'sma_20', 'sma_60', 'price_to_sma_60', 'rsi_14', 'macd', 'macd_hist', 'volatility_20', 'atr_14', 'volume_sma_20']",300,5,0.03,1.0,0.8,0.10839007856375762,0.08200715399143171,-0.0720864447523284
10,0.1,"['sma_5', 'sma_20', 'sma_60', 'price_to_sma_60', 'rsi_14', 'macd', 'macd_hist', 'volatility_20', 'atr_14', 'volume_sma_20']",300,5,0.03,1.0,1.0,0.10431923833914258,0.07848396454849203,0.006930696408360748
10,0.1,"['sma_5', 'sma_20', 'sma_60', 'price_to_sma_60', 'rsi_14', 'macd', 'macd_hist', 'volatility_20', 'atr_14', 'volume_sma_20']",300,5,0.1,0.8,0.8,0.1139737521881864,0.08626798802749526,-0.18538775052500345
10,0.1,"['sma_5', 'sma_20', 'sma_60', 'price_to_sma_60', 'rsi_14', 'macd', 'macd_hist', 'volatility_20', 'atr_14', 'volume_sma_20']",300,5,0.1,0.8,1.0,0.11305236930572833,0.08685023231283708,-0.16629947425099512
10,0.1,"['sma_5', 'sma_20', 'sma_60', 'price_to_sma_60', 'rsi_14', 'macd', 'macd_hist', 'volatility_20', 'atr_14', 'volume_sma_20']",300,5,0.1,1.0,0.8,0.11364067759379792,0.08622182953379193,-0.17846956759410038
10,0.1,"['sma_5', 'sma_20', 'sma_60', 'price_to_sma_60', 'rsi_14', 'macd', 'macd_hist', 'volatility_20', 'atr_14', 'volume_sma_20']",300,5,0.1,1.0,1.0,0.10928771416580045,0.0841167609650051,-0.08991700285792548
10,0.1,"['sma_5', 'sma_20', 'sma_60', 'price_to_sma_60', 'rsi_14', 'macd', 'macd_hist', 'volatility_20', 'atr_14', 'volume_sma_20']",500,2,0.03,0.8,0.8,0.10435999600791293,0.07863512721795021,0.006154557754700307
10,0.1,"['sma_5', 'sma_20', 'sma_60', 'price_to_sma_60', 'rsi_14', 'macd', 'macd_hist', 'volatility_20', 'atr_14', 'volume_sma_20']",500,2,0.03,0.8,1.0,0.1044776766905272,0.07901175852322324,0.003911890890095027
10,0.1,"['sma_5', 'sma_20', 'sma_60', 'price_to_sma_60', 'rsi_14', 'macd', 'macd_hist', 'volatility_20', 'atr_14', 'volume_sma_20']",500,2,0.03,1.0,0.8,0.10430853571662317,0.0782832315558479,0.007134453660598616
10,0.1,"['sma_5', 'sma_20', 'sma_60', 'price_to_sma_60', 'rsi_14', 'macd', 'macd_hist', 'volatility_20', 'atr_14', 'volume_sma_20']",500,2,0.03,1.0,1.0,0.10419901617446678,0.07803417006889525,0.009218292611472001
10,0.1,"['sma_5', 'sma_20', 'sma_60', 'price_to_sma_60', 'rsi_14', 'macd', 'macd_hist', 'volatility_20', 'atr_14', 'volume_sma_20']",500,2,0.1,0.8,0.8,0.11287376697291526,0.0865128296595591,-0.1626172999288742
10,0.1,"['sma_5', 'sma_20', 'sma_60', 'price_to_sma_60', 'rsi_14', 'macd', 'macd_hist', 'volatility_20', 'atr_14', 'volume_sma_20']",500,2,0.1,0.8,1.0,0.11452426864712877,0.08753101914863941,-0.1968667356528344
10,0.1,"['sma_5', 'sma_20', 'sma_60', 'price_to_sma_60', 'rsi_14', 'macd', 'macd_hist', 'volatility_20', 'atr_14', 'volume_sma_20']",500,2,0.1,1.0,0.8,0.11105063769842484,0.0841380128588774,-0.12536358081519827
10,0.1,"['sma_5', 'sma_20', 'sma_60', 'price_to_sma_60', 'rsi_14', 'macd', 'macd_hist', 'volatility_20', 'atr_14', 'volume_sma_20']",500,2,0.1,1.0,1.0,0.11322407502564658,0.08512180807490109,-0.16984495271093336
10,0.1,"['sma_5', 'sma_20', 'sma_60', 'price_to_sma_60', 'rsi_14', 'macd', 'macd_hist', 'volatility_20', 'atr_14', 'volume_sma_20']",500,3,0.03,0.8,0.8,0.10759910059331507,0.08130534436684013,-0.0564964085080808
10,0.1,"['sma_5', 'sma_20', 'sma_60', 'price_to_sma_60', 'rsi_14', 'macd', 'macd_hist', 'volatility_20', 'atr_14', 'volume_sma_20']",500,3,0.03,0.8,1.0,0.10718269632416601,0.08059461030944516,-0.04833503248716364
10,0.1,"['sma_5', 'sma_20', 'sma_60', 'price_to_sma_60', 'rsi_14', 'macd', 'macd_hist', 'volatility_20', 'atr_14', 'volume_sma_20']",500,3,0.03,1.0,0.8,0.10900999671967292,0.08264799991091074,-0.08438473642791533
10,0.1,"['sma_5', 'sma_20', 'sma_60', 'price_to_sma_60', 'rsi_14', 'macd', 'macd_hist', 'volatility_20', 'atr_14', 'volume_sma_20']",500,3,0.03,1.0,1.0,0.1079595678574753,0.0815830952868411,-0.06358699347159003
10,0.1,"['sma_5', 'sma_20', 'sma_60', 'price_to_sma_60', 'rsi_14', 'macd', 'macd_hist', 'volatility_20', 'atr_14', 'volume_sma_20']",500,3,0.1,0.8,0.8,0.11258861176613544,0.08586841871636504,-0.156750434408927
10,0.1,"['sma_5', 'sma_20', 'sma_60', 'price_to_sma_60', 'rsi_14', 'macd', 'macd_hist', 'volatility_20', 'atr_14', 'volume_sma_20']",500,3,0.1,0.8,1.0,0.11198250261018812,0.08495124175627382,-0.14432946530845991
10,0.1,"['sma_5', 'sma_20', 'sma_60', 'price_to_sma_60', 'rsi_14', 'macd', 'macd_hist', 'volatility_20', 'atr_14', 'volume_sma_20']",500,3,0.1,1.0,0.8,0.11541804902714115,0.08858845127768501,-0.2156210186089227
10,0.1,"['sma_5', 'sma_20', 'sma_60', 'price_to_sma_60', 'rsi_14', 'macd', 'macd_hist', 'volatility_20', 'atr_14', 'volume_sma_20']",500,3,0.1,1.0,1.0,0.11453891381007696,0.08717415475839911,-0.19717286167001258
10,0.1,"['sma_5', 'sma_20', 'sma_60', 'price_to_sma_60', 'rsi_14', 'macd', 'macd_hist', 'volatility_20', 'atr_14', 'volume_sma_20']",500,5,0.03,0.8,0.8,0.11036042984006945,0.08376953878094916,-0.11141821316573641
10,0.1,"['sma_5', 'sma_20', 'sma_60', 'price_to_sma_60', 'rsi_14', 'macd', 'macd_hist', 'volatility_20', 'atr_14', 'volume_sma_20']",500,5,0.03,0.8,1.0,0.11084486976556222,0.08451536815009784,-0.12119702746597061
10,0.1,"['sma_5', 'sma_20', 'sma_60', 'price_to_sma_60', 'rsi_14', 'macd', 'macd_hist', 'volatility_20', 'atr_14', 'volume_sma_20']",500,5,0.03,1.0,0.8,0.10982725783294008,0.08364104708810002,-0.10070521296029256
10,0.1,"['sma_5', 'sma_20', 'sma_60', 'price_to_sma_60', 'rsi_14', 'macd', 'macd_hist', 'volatility_20', 'atr_14', 'volume_sma_20']",500,5,0.03,1.0,1.0,0.10513865092616805,0.07995720605608798,-0.008731407337947417
10,0.1,"['sma_5', 'sma_20', 'sma_60', 'price_to_sma_60', 'rsi_14', 'macd', 'macd_hist', 'volatility_20', 'atr_14', 'volume_sma_20']",500,5,0.1,0.8,0.8,0.11449964644096082,0.08663647729836481,-0.19635214897241293
10,0.1,"['sma_5', 'sma_20', 'sma_60', 'price_to_sma_60', 'rsi_14', 'macd', 'macd_hist', 'volatility_20', 'atr_14', 'volume_sma_20']",500,5,0.1,0.8,1.0,0.11430326896649252,0.08787496678907755,-0.1922519591135794
10,0.1,"['sma_5', 'sma_20', 'sma_60', 'price_to_sma_60', 'rsi_14', 'macd', 'macd_hist', 'volatility_20', 'atr_14', 'volume_sma_20']",500,5,0.1,1.0,0.8,0.1154868294467808,0.0877264786067231,-0.21707028650728266
10,0.1,"['sma_5', 'sma_20', 'sma_60', 'price_to_sma_60', 'rsi_14', 'macd', 'macd_hist', 'volatility_20', 'atr_14', 'volume_sma_20']",500,5,0.1,1.0,1.0,0.11099392718932338,0.08554237402866816,-0.12421448978124494
15,1.0,"['return_10d', 'return_20d', 'sma_5', 'sma_20', 'sma_60', 'price_to_sma_20', 'price_to_sma_60', 'rsi_14', 'macd', 'macd_signal', 'macd_hist', 'volatility_20', 'atr_14', 'volume_sma_20', 'volume_ratio_20']",100,2,0.03,0.8,0.8,0.10276189440135171,0.07647851978278616,0.03635971716718833
15,1.0,"['return_10d', 'return_20d', 'sma_5', 'sma_20', 'sma_60', 'price_to_sma_20', 'price_to_sma_60', 'rsi_14', 'macd', 'macd_signal', 'macd_hist', 'volatility_20', 'atr_14', 'volume_sma_20', 'volume_ratio_20']",100,2,0.03,0.8,1.0,0.10248826775398043,0.07598936527102622,0.04148470266637616
15,1.0,"['return_10d', 'return_20d', 'sma_5', 'sma_20', 'sma_60', 'price_to_sma_20', 'price_to_sma_60', 'rsi_14', 'macd', 'macd_signal', 'macd_hist', 'volatility_20', 'atr_14', 'volume_sma_20', 'volume_ratio_20']",100,2,0.03,1.0,0.8,0.10246608678139492,0.07607085357231404,0.04189955016686753
15,1.0,"['return_10d', 'return_20d', 'sma_5', 'sma_20', 'sma_60', 'price_to_sma_20', 'price_to_sma_60', 'rsi_14', 'macd', 'macd_signal', 'macd_hist', 'volatility_20', 'atr_14', 'volume_sma_20', 'volume_ratio_20']",100,2,0.03,1.0,1.0,0.10279458708901601,0.07610503267913046,0.03574647424648092
15,1.0,"['return_10d', 'return_20d', 'sma_5', 'sma_20', 'sma_60', 'price_to_sma_20', 'price_to_sma_60', 'rsi_14', 'macd', 'macd_signal', 'macd_hist', 'volatility_20', 'atr_14', 'volume_sma_20', 'volume_ratio_20']",100,2,0.1,0.8,0.8,0.10571856343585696,0.07870888390020946,-0.01988980114921035
15,1.0,"['return_10d', 'return_20d', 'sma_5', 'sma_20', 'sma_60', 'price_to_sma_20', 'price_to_sma_60', 'rsi_14', 'macd', 'macd_signal', 'macd_hist', 'volatility_20', 'atr_14', 'volume_sma_20', 'volume_ratio_20']",100,2,0.1,0.8,1.0,0.10518062703218359,0.07796965819730316,-0.009537030553893544
15,1.0,"['return_10d', 'return_20d', 'sma_5', 'sma_20', 'sma_60', 'price_to_sma_20', 'price_to_sma_60', 'rsi_14', 'macd', 'macd_signal', 'macd_hist', 'volatility_20', 'atr_14', 'volume_sma_20', 'volume_ratio_20']",100,2,0.1,1.0,0.8,0.10489492831720806,0.07775313484967804,-0.00406013384992443
15,1.0,"['return_10d', 'return_20d', 'sma_5', 'sma_20', 'sma_60', 'price_to_sma_20', 'price_to_sma_60', 'rsi_14', 'macd', 'macd_signal', 'macd_hist', 'volatility_20', 'atr_14', 'volume_sma_20', 'volume_ratio_20']",100,2,0.1,1.0,1.0,0.10530878566225664,0.07780512019358547,-0.011998695013624605
15,1.0,"['return_10d', 'return_20d', 'sma_5', 'sma_20', 'sma_60', 'price_to_sma_20', 'price_to_sma_60', 'rsi_14', 'macd', 'macd_signal', 'macd_hist', 'volatility_20', 'atr_14', 'volume_sma_20', 'volume_ratio_20']",100,3,0.03,0.8,0.8,0.10344648555723455,0.07676644048485722,0.023477567596119076
15,1.0,"['return_10d', 'return_20d', 'sma_5', 'sma_20', 'sma_60', 'price_to_sma_20', 'price_to_sma_60', 'rsi_14', 'macd', 'macd_signal', 'macd_hist', 'volatility_20', 'atr_14', 'volume_sma_20', 'volume_ratio_20']",100,3,0.03,0.8,1.0,0.10396187793405305,0.07674472928654895,0.013722843322363176
15,1.0,"['return_10d', 'return_20d', 'sma_5', 'sma_20', 'sma_60', 'price_to_sma_20', 'price_to_sma_60', 'rsi_14', 'macd', 'macd_signal', 'macd_hist', 'volatility_20', 'atr_14', 'volume_sma_20', 'volume_ratio_20']",100,3,0.03,1.0,0.8,0.10405123956234727,0.07724928631153585,0.01202658286051106
15,1.0,"['return_10d', 'return_20d', 'sma_5', 'sma_20', 'sma_60', 'price_to_sma_20', 'price_to_sma_60', 'rsi_14', 'macd', 'macd_signal', 'macd_hist', 'volatility_20', 'atr_14', 'volume_sma_20', 'volume_ratio_20']",100,3,0.03,1.0,1.0,0.10438465393102202,0.07735180310835564,0.005684855559168089
15,1.0,"['return_10d', 'return_20d', 'sma_5', 'sma_20', 'sma_60', 'price_to_sma_20', 'price_to_sma_60', 'rsi_14', 'macd', 'macd_signal', 'macd_hist', 'volatility_20', 'atr_14', 'volume_sma_20', 'volume_ratio_20']",100,3,0.1,0.8,0.8,0.107282512326928,0.08020480409774502,-0.050288507076011735
15,1.0,"['return_10d', 'return_20d', 'sma_5', 'sma_20', 'sma_60', 'price_to_sma_20', 'price_to_sma_60', 'rsi_14', 'macd', 'macd_signal', 'macd_hist', 'volatility_20', 'atr_14', 'volume_sma_20', 'volume_ratio_20']",100,3,0.1,0.8,1.0,0.10617524915772038,0.07880905129656383,-0.02872032467269814
15,1.0,"['return_10d', 'return_20d', 'sma_5', 'sma_20', 'sma_60', 'price_to_sma_20', 'price_to_sma_60', 'rsi_14', 'macd', 'macd_signal', 'macd_hist', 'volatility_20', 'atr_14', 'volume_sma_20', 'volume_ratio_20']",100,3,0.1,1.0,0.8,0.11095605484109752,0.0823592417912241,-0.12344743198076413
15,1.0,"['return_10d', 'return_20d', 'sma_5', 'sma_20', 'sma_60', 'price_to_sma_20', 'price_to_sma_60', 'rsi_14', 'macd', 'macd_signal', 'macd_hist', 'volatility_20', 'atr_14', 'volume_sma_20', 'volume_ratio_20']",100,3,0.1,1.0,1.0,0.10736544902899303,0.07931977699994426,-0.05191302412190413
15,1.0,"['return_10d', 'return_20d', 'sma_5', 'sma_20', 'sma_60', 'price_to_sma_20', 'price_to_sma_60', 'rsi_14', 'macd', 'macd_signal', 'macd_hist', 'volatility_20', 'atr_14', 'volume_sma_20', 'volume_ratio_20']",100,5,0.03,0.8,0.8,0.10557597855586637,0.07777499085821779,-0.017140562149599248
15,1.0,"['return_10d', 'return_20d', 'sma_5', 'sma_20', 'sma_60', 'price_to_sma_20', 'price_to_sma_60', 'rsi_14', 'macd', 'macd_signal', 'macd_hist', 'volatility_20', 'atr_14', 'volume_sma_20', 'volume_ratio_20']",100,5,0.03,0.8,1.0,0.10660128056618023,0.07876263407846011,-0.036992430506609386
15,1.0,"['return_10d', 'return_20d', 'sma_5', 'sma_20', 'sma_60', 'price_to_sma_20', 'price_to_sma_60', 'rsi_14', 'macd', 'macd_signal', 'macd_hist', 'volatility_20', 'atr_14', 'volume_sma_20', 'volume_ratio_20']",100,5,0.03,1.0,0.8,0.10609079553319103,0.07808661278161823,-0.027084451752345418
15,1.0,"['return_10d', 'return_20d', 'sma_5', 'sma_20', 'sma_60', 'price_to_sma_20', 'price_to_sma_60', 'rsi_14', 'macd', 'macd_signal', 'macd_hist', 'volatility_20', 'atr_14', 'volume_sma_20', 'volume_ratio_20']",100,5,0.03,1.0,1.0,0.10618563134264052,0.07839988431550311,-0.02892151820712696
15,1.0,"['return_10d', 'return_20d', 'sma_5', 'sma_20', 'sma_60', 'price_to_sma_20', 'price_to_sma_60', 'rsi_14', 'macd', 'macd_signal', 'macd_hist', 'volatility_20', 'atr_14', 'volume_sma_20', 'volume_ratio_20']",100,5,0.1,0.8,0.8,0.1097923472033079,0.0824390589599409,-0.10000556506733438
15,1.0,"['return_10d', 'return_20d', 'sma_5', 'sma_20', 'sma_60', 'price_to_sma_20', 'price_to_sma_60', 'rsi_14', 'macd', 'macd_signal', 'macd_hist', 'volatility_20', 'atr_14', 'volume_sma_20', 'volume_ratio_20']",100,5,0.1,0.8,1.0,0.11058654739785385,0.08292434813843101,-0.11597724991860336
15,1.0,"['return_10d', 'return_20d', 'sma_5', 'sma_20', 'sma_60', 'price_to_sma_20', 'price_to_sma_60', 'rsi_14', 'macd', 'macd_signal', 'macd_hist', 'volatility_20', 'atr_14', 'volume_sma_20', 'volume_ratio_20']",100,5,0.1,1.0,0.8,0.10975960400177091,0.08153485462265185,-0.09934955699256198
15,1.0,"['return_10d', 'return_20d', 'sma_5', 'sma_20', 'sma_60', 'price_to_sma_20', 'price_to_sma_60', 'rsi_14', 'macd', 'macd_signal', 'macd_hist', 'volatility_20', 'atr_14', 'volume_sma_20', 'volume_ratio_20']",100,5,0.1,1.0,1.0,0.11008837819342053,0.08274704280699584,-0.10594540964745391
15,1.0,"['return_10d', 'return_20d', 'sma_5', 'sma_20', 'sma_60', 'price_to_sma_20', 'price_to_sma_60', 'rsi_14', 'macd', 'macd_signal', 'macd_hist', 'volatility_20', 'atr_14', 'volume_sma_20', 'volume_ratio_20']",300,2,0.03,0.8,0.8,0.10525209500960458,0.07824326161324305,-0.010909414115076066
15,1.0,"['return_10d', 'return_20d', 'sma_5', 'sma_20', 'sma_60', 'price_to_sma_20', 'price_to_sma_60', 'rsi_14', 'macd', 'macd_signal', 'macd_hist', 'volatility_20', 'atr_14', 'volume_sma_20', 'volume_ratio_20']",300,2,0.03,0.8,1.0,0.1056575105924375,0.07837748498232518,-0.018712161375159297
15,1.0,"['return_10d', 'return_20d', 'sma_5', 'sma_20', 'sma_60', 'price_to_sma_20', 'price_to_sma_60', 'rsi_14', 'macd', 'macd_signal', 'macd_hist', 'volatility_20', 'atr_14', 'volume_sma_20', 'volume_ratio_20']",300,2,0.03,1.0,0.8,0.10504316253328913,0.07776335610783665,-0.006899951455121123
15,1.0,"['return_10d', 'return_20d', 'sma_5', 'sma_20', 'sma_60', 'price_to_sma_20', 'price_to_sma_60', 'rsi_14', 'macd', 'macd_signal', 'macd_hist', 'volatility_20', 'atr_14', 'volume_sma_20', 'volume_ratio_20']",300,2,0.03,1.0,1.0,0.10527432593105623,0.07772562648118277,-0.011336499602604189
15,1.0,"['return_10d', 'return_20d', 'sma_5', 'sma_20', 'sma_60', 'price_to_sma_20', 'price_to_sma_60', 'rsi_14', 'macd', 'macd_signal', 'macd_hist', 'volatility_20', 'atr_14', 'volume_sma_20', 'volume_ratio_20']",300,2,0.1,0.8,0.8,0.11250201776826736,0.08455927817715908,-0.1549717620782174
15,1.0,"['return_10d', 'return_20d', 'sma_5', 'sma_20', 'sma_60', 'price_to_sma_20', 'price_to_sma_60', 'rsi_14', 'macd', 'macd_signal', 'macd_hist', 'volatility_20', 'atr_14', 'volume_sma_20', 'volume_ratio_20']",300,2,0.1,0.8,1.0,0.110555918325512,0.08258606690377784,-0.115359152778711
15,1.0,"['return_10d', 'return_20d', 'sma_5', 'sma_20', 'sma_60', 'price_to_sma_20', 'price_to_sma_60', 'rsi_14', 'macd', 'macd_signal', 'macd_hist', 'volatility_20', 'atr_14', 'volume_sma_20', 'volume_ratio_20']",300,2,0.1,1.0,0.8,0.11025434298323461,0.08186675337233616,-0.10928248037633259
15,1.0,"['return_10d', 'return_20d', 'sma_5', 'sma_20', 'sma_60', 'price_to_sma_20', 'price_to_sma_60', 'rsi_14', 'macd', 'macd_signal', 'macd_hist', 'volatility_20', 'atr_14', 'volume_sma_20', 'volume_ratio_20']",300,2,0.1,1.0,1.0,0.11139217725416997,0.08285357778143851,-0.13229640416278077
15,1.0,"['return_10d', 'return_20d', 'sma_5', 'sma_20', 'sma_60', 'price_to_sma_20', 'price_to_sma_60', 'rsi_14', 'macd', 'macd_signal', 'macd_hist', 'volatility_20', 'atr_14', 'volume_sma_20', 'volume_ratio_20']",300,3,0.03,0.8,0.8,0.10587905798354279,0.07870675964347404,-0.022988802798588726
15,1.0,"['return_10d', 'return_20d', 'sma_5', 'sma_20', 'sma_60', 'price_to_sma_20', 'price_to_sma_60', 'rsi_14', 'macd', 'macd_signal', 'macd_hist', 'volatility_20', 'atr_14', 'volume_sma_20', 'volume_ratio_20']",300,3,0.03,0.8,1.0,0.10646266867192003,0.07909038449471018,-0.034297415337612325
15,1.0,"['return_10d', 'return_20d', 'sma_5', 'sma_20', 'sma_60', 'price_to_sma_20', 'price_to_sma_60', 'rsi_14', 'macd', 'macd_signal', 'macd_hist', 'volatility_20', 'atr_14', 'volume_sma_20', 'volume_ratio_20']",300,3,0.03,1.0,0.8,0.10655298486517711,0.07936281278606898,-0.03605302469056637
15,1.0,"['return_10d', 'return_20d', 'sma_5', 'sma_20', 'sma_60', 'price_to_sma_20', 'price_to_sma_60', 'rsi_14', 'macd', 'macd_signal', 'macd_hist', 'volatility_20', 'atr_14', 'volume_sma_20', 'volume_ratio_20']",300,3,0.03,1.0,1.0,0.10703309178874611,0.079569755809103,-0.04541056378016095
15,1.0,"['return_10d', 'return_20d', 'sma_5', 'sma_20', 'sma_60', 'price_to_sma_20', 'price_to_sma_60', 'rsi_14', 'macd', 'macd_signal', 'macd_hist', 'volatility_20', 'atr_14', 'volume_sma_20', 'volume_ratio_20']",300,3,0.1,0.8,0.8,0.1144654347633601,0.08677499332447028,-0.1956373328029135
15,1.0,"['return_10d', 'return_20d', 'sma_5', 'sma_20', 'sma_60', 'price_to_sma_20', 'price_to_sma_60', 'rsi_14', 'macd', 'macd_signal', 'macd_hist', 'volatility_20', 'atr_14', 'volume_sma_20', 'volume_ratio_20']",300,3,0.1,0.8,1.0,0.11185727303662313,0.08397598484200929,-0.1417714984914451
15,1.0,"['return_10d', 'return_20d', 'sma_5', 'sma_20', 'sma_60', 'price_to_sma_20', 'price_to_sma_60', 'rsi_14', 'macd', 'macd_signal', 'macd_hist', 'volatility_20', 'atr_14', 'volume_sma_20', 'volume_ratio_20']",300,3,0.1,1.0,0.8,0.11620240127204677,0.08717430658284338,-0.23219927256907114
15,1.0,"['return_10d', 'return_20d', 'sma_5', 'sma_20', 'sma_60', 'price_to_sma_20', 'price_to_sma_60', 'rsi_14', 'macd', 'macd_signal', 'macd_hist', 'volatility_20', 'atr_14', 'volume_sma_20', 'volume_ratio_20']",300,3,0.1,1.0,1.0,0.11356918597995129,0.08509943871591522,-0.17698727812017
15,1.0,"['return_10d', 'return_20d', 'sma_5', 'sma_20', 'sma_60', 'price_to_sma_20', 'price_to_sma_60', 'rsi_14', 'macd', 'macd_signal', 'macd_hist', 'volatility_20', 'atr_14', 'volume_sma_20', 'volume_ratio_20']",300,5,0.03,0.8,0.8,0.10859844646313097,0.08053903409464329,-0.07621234120169373
15,1.0,"['return_10d', 'return_20d', 'sma_5', 'sma_20', 'sma_60', 'price_to_sma_20', 'price_to_sma_60', 'rsi_14', 'macd', 'macd_signal', 'macd_hist', 'volatility_20', 'atr_14', 'volume_sma_20', 'volume_ratio_20']",300,5,0.03,0.8,1.0,0.10990531171573709,0.08234688488576762,-0.10227030430278283
15,1.0,"['return_10d', 'return_20d', 'sma_5', 'sma_20', 'sma_60', 'price_to_sma_20', 'price_to_sma_60', 'rsi_14', 'macd', 'macd_signal', 'macd_hist', 'volatility_20', 'atr_14', 'volume_sma_20', 'volume_ratio_20']",300,5,0.03,1.0,0.8,0.10998639522987645,0.08167027072169764,-0.10389732154728137
15,1.0,"['return_10d', 'return_20d', 'sma_5', 'sma_20', 'sma_60', 'price_to_sma_20', 'price_to_sma_60', 'rsi_14', 'macd', 'macd_signal', 'macd_hist', 'volatility_20', 'atr_14', 'volume_sma_20', 'volume_ratio_20']",300,5,0.03,1.0,1.0,0.10960789263645886,0.08130026084149634,-0.09631258253886799
15,1.0,"['return_10d', 'return_20d', 'sma_5', 'sma_20', 'sma_60', 'price_to_sma_20', 'price_to_sma_60', 'rsi_14', 'macd', 'macd_signal', 'macd_hist', 'volatility_20', 'atr_14', 'volume_sma_20', 'volume_ratio_20']",300,5,0.1,0.8,0.8,0.11340451671291471,0.08600341781106015,-0.1735766149018081
15,1.0,"['return_10d', 'return_20d', 'sma_5', 'sma_20', 'sma_60', 'price_to_sma_20', 'price_to_sma_60', 'rsi_14', 'macd', 'macd_signal', 'macd_hist', 'volatility_20', 'atr_14', 'volume_sma_20', 'volume_ratio_20']",300,5,0.1,0.8,1.0,0.11388644611156275,0.08585158138504202,-0.18357238666211528
15,1.0,"['return_10d', 'return_20d', 'sma_5', 'sma_20', 'sma_60', 'price_to_sma_20', 'price_to_sma_60', 'rsi_14', 'macd', 'macd_signal', 'macd_hist', 'volatility_20', 'atr_14', 'volume_sma_20', 'volume_ratio_20']",300,5,0.1,1.0,0.8,0.11323543459069799,0.0850954417363303,-0.17007970130948769
15,1.0,"['return_10d', 'return_20d', 'sma_5', 'sma_20', 'sma_60', 'price_to_sma_20', 'price_to_sma_60', 'rsi_14', 'macd', 'macd_signal', 'macd_hist', 'volatility_20', 'atr_14', 'volume_sma_20', 'volume_ratio_20']",300,5,0.1,1.0,1.0,0.11417452769229273,0.08658887302291662,-0.18956777347791864
15,1.0,"['return_10d', 'return_20d', 'sma_5', 'sma_20', 'sma_60', 'price_to_sma_20', 'price_to_sma_60', 'rsi_14', 'macd', 'macd_signal', 'macd_hist', 'volatility_20', 'atr_14', 'volume_sma_20', 'volume_ratio_20']",500,2,0.03,0.8,0.8,0.1078591043961713,0.08040171445657167,-0.06160843952486661
15,1.0,"['return_10d', 'return_20d', 'sma_5', 'sma_20', 'sma_60', 'price_to_sma_20', 'price_to_sma_60', 'rsi_14', 'macd', 'macd_signal', 'macd_hist', 'volatility_20', 'atr_14', 'volume_sma_20', 'volume_ratio_20']",500,2,0.03,0.8,1.0,0.10729768251825503,0.07972980265139672,-0.05058555836157286
15,1.0,"['return_10d', 'return_20d', 'sma_5', 'sma_20', 'sma_60', 'price_to_sma_20', 'price_to_sma_60', 'rsi_14', 'macd', 'macd_signal', 'macd_hist', 'volatility_20', 'atr_14', 'volume_sma_20', 'volume_ratio_20']",500,2,0.03,1.0,0.8,0.10819513410639445,0.08035749600736895,-0.06823352080524381
15,1.0,"['return_10d', 'return_20d', 'sma_5', 'sma_20', 'sma_60', 'price_to_sma_20', 'price_to_sma_60', 'rsi_14', 'macd', 'macd_signal', 'macd_hist', 'volatility_20', 'atr_14', 'volume_sma_20', 'volume_ratio_20']",500,2,0.03,1.0,1.0,0.10836521566348645,0.080459624600395,-0.07159466318741958
15,1.0,"['return_10d', 'return_20d', 'sma_5', 'sma_20', 'sma_60', 'price_to_sma_20', 'price_to_sma_60', 'rsi_14', 'macd', 'macd_signal', 'macd_hist', 'volatility_20', 'atr_14', 'volume_sma_20', 'volume_ratio_20']",500,2,0.1,0.8,0.8,0.11737231419228909,0.0893966266116545,-0.25713546314990365
15,1.0,"['return_10d', 'return_20d', 'sma_5', 'sma_20', 'sma_60', 'price_to_sma_20', 'price_to_sma_60', 'rsi_14', 'macd', 'macd_signal', 'macd_hist', 'volatility_20', 'atr_14', 'volume_sma_20', 'volume_ratio_20']",500,2,0.1,0.8,1.0,0.11455380920740345,0.08562548175883722,-0.19748425845856565
15,1.0,"['return_10d', 'return_20d', 'sma_5', 'sma_20', 'sma_60', 'price_to_sma_20', 'price_to_sma_60', 'rsi_14', 'macd', 'macd_signal', 'macd_hist', 'volatility_20', 'atr_14', 'volume_sma_20', 'volume_ratio_20']",500,2,0.1,1.0,0.8,0.11597246534138078,0.08591232543006437,-0.2273276594811462
15,1.0,"['return_10d', 'return_20d', 'sma_5', 'sma_20', 'sma_60', 'price_to_sma_20', 'price_to_sma_60', 'rsi_14', 'macd', 'macd_signal', 'macd_hist', 'volatility_20', 'atr_14', 'volume_sma_20', 'volume_ratio_20']",500,2,0.1,1.0,1.0,0.11651481164274859,0.0873129641231687,-0.23883371900318284
15,1.0,"['return_10d', 'return_20d', 'sma_5', 'sma_20', 'sma_60', 'price_to_sma_20', 'price_to_sma_60', 'rsi_14', 'macd', 'macd_signal', 'macd_hist', 'volatility_20', 'atr_14', 'volume_sma_20', 'volume_ratio_20']",500,3,0.03,0.8,0.8,0.10807705416525831,0.08066165003362175,-0.06590313650787327
15,1.0,"['return_10d', 'return_20d', 'sma_5', 'sma_20', 'sma_60', 'price_to_sma_20', 'price_to_sma_60', 'rsi_14', 'macd', 'macd_signal', 'macd_hist', 'volatility_20', 'atr_14', 'volume_sma_20', 'volume_ratio_20']",500,3,0.03,0.8,1.0,0.10840754609369582,0.08083437457815283,-0.07243201532968602
