method,n_features,step,n_estimators,max_depth,max_features,features,rmse
RFE + Random Forest,10,1.0,100,,sqrt,"['return_20d', 'sma_5', 'sma_20', 'sma_60', 'price_to_sma_60', 'macd_signal', 'macd_hist', 'volatility_20', 'atr_14', 'volume_sma_20']",0.10654999346961128
RFE + Random Forest,10,1.0,100,,log2,"['return_20d', 'sma_5', 'sma_20', 'sma_60', 'price_to_sma_60', 'macd_signal', 'macd_hist', 'volatility_20', 'atr_14', 'volume_sma_20']",0.10654999346961128
RFE + Random Forest,10,1.0,500,10.0,0.5,"['sma_5', 'sma_20', 'sma_60', 'price_to_sma_20', 'price_to_sma_60', 'roc_20', 'macd_hist', 'volatility_20', 'atr_14', 'volume_sma_20']",0.10660903115703449
RFE + Random Forest,10,2.0,100,10.0,0.5,"['sma_5', 'sma_20', 'sma_60', 'price_to_sma_20', 'roc_20', 'macd_signal', 'macd_hist', 'volatility_20', 'atr_14', 'volume_sma_20']",0.10663165700661667
RFE + Random Forest,10,0.1,100,10.0,0.5,"['sma_5', 'sma_20', 'sma_60', 'price_to_sma_20', 'roc_20', 'macd_signal', 'macd_hist', 'volatility_20', 'atr_14', 'volume_sma_20']",0.10663165700661667
RFE + Random Forest,20,0.1,500,,sqrt,"['return_5d', 'return_10d', 'return_20d', 'sma_5', 'sma_20', 'sma_60', 'price_to_sma_5', 'price_to_sma_20', 'price_to_sma_60', 'rsi_14', 'roc_10', 'roc_20', 'macd', 'macd_signal', 'macd_hist', 'volatility_5', 'volatility_20', 'atr_14', 'volume_sma_20', 'volume_ratio_20']",0.10665128898622937
RFE + Random Forest,20,2.0,500,,log2,"['return_5d', 'return_10d', 'return_20d', 'sma_5', 'sma_20', 'sma_60', 'price_to_sma_5', 'price_to_sma_20', 'price_to_sma_60', 'rsi_14', 'roc_10', 'roc_20', 'macd', 'macd_signal', 'macd_hist', 'volatility_5', 'volatility_20', 'atr_14', 'volume_sma_20', 'volume_ratio_20']",0.10665128898622937
RFE + Random Forest,20,2.0,500,,sqrt,"['return_5d', 'return_10d', 'return_20d', 'sma_5', 'sma_20', 'sma_60', 'price_to_sma_5', 'price_to_sma_20', 'price_to_sma_60', 'rsi_14', 'roc_10', 'roc_20', 'macd', 'macd_signal', 'macd_hist', 'volatility_5', 'volatility_20', 'atr_14', 'volume_sma_20', 'volume_ratio_20']",0.10665128898622937
RFE + Random Forest,20,1.0,500,,log2,"['return_5d', 'return_10d', 'return_20d', 'sma_5', 'sma_20', 'sma_60', 'price_to_sma_5', 'price_to_sma_20', 'price_to_sma_60', 'rsi_14', 'roc_10', 'roc_20', 'macd', 'macd_signal', 'macd_hist', 'volatility_5', 'volatility_20', 'atr_14', 'volume_sma_20', 'volume_ratio_20']",0.10665128898622937
RFE + Random Forest,20,1.0,500,,sqrt,"['return_5d', 'return_10d', 'return_20d', 'sma_5', 'sma_20', 'sma_60', 'price_to_sma_5', 'price_to_sma_20', 'price_to_sma_60', 'rsi_14', 'roc_10', 'roc_20', 'macd', 'macd_signal', 'macd_hist', 'volatility_5', 'volatility_20', 'atr_14', 'volume_sma_20', 'volume_ratio_20']",0.10665128898622937
RFE + Random Forest,20,0.1,500,,log2,"['return_5d', 'return_10d', 'return_20d', 'sma_5', 'sma_20', 'sma_60', 'price_to_sma_5', 'price_to_sma_20', 'price_to_sma_60', 'rsi_14', 'roc_10', 'roc_20', 'macd', 'macd_signal', 'macd_hist', 'volatility_5', 'volatility_20', 'atr_14', 'volume_sma_20', 'volume_ratio_20']",0.10665128898622937
RFE + Random Forest,15,1.0,500,10.0,sqrt,"['return_5d', 'return_20d', 'sma_5', 'sma_20', 'sma_60', 'price_to_sma_20', 'price_to_sma_60', 'rsi_14', 'roc_20', 'macd', 'macd_signal', 'macd_hist', 'volatility_20', 'atr_14', 'volume_sma_20']",0.10665236013617387
RFE + Random Forest,15,0.1,500,10.0,sqrt,"['return_5d', 'return_20d', 'sma_5', 'sma_20', 'sma_60', 'price_to_sma_20', 'price_to_sma_60', 'rsi_14', 'roc_20', 'macd', 'macd_signal', 'macd_hist', 'volatility_20', 'atr_14', 'volume_sma_20']",0.10665236013617387
RFE + Random Forest,15,2.0,500,10.0,log2,"['return_5d', 'return_20d', 'sma_5', 'sma_20', 'sma_60', 'price_to_sma_20', 'price_to_sma_60', 'rsi_14', 'roc_20', 'macd', 'macd_signal', 'macd_hist', 'volatility_20', 'atr_14', 'volume_sma_20']",0.10665236013617388
RFE + Random Forest,15,1.0,500,10.0,log2,"['return_5d', 'return_20d', 'sma_5', 'sma_20', 'sma_60', 'price_to_sma_20', 'price_to_sma_60', 'rsi_14', 'roc_20', 'macd', 'macd_signal', 'macd_hist', 'volatility_20', 'atr_14', 'volume_sma_20']",0.10665236013617388
RFE + Random Forest,15,0.1,500,10.0,log2,"['return_5d', 'return_20d', 'sma_5', 'sma_20', 'sma_60', 'price_to_sma_20', 'price_to_sma_60', 'rsi_14', 'roc_20', 'macd', 'macd_signal', 'macd_hist', 'volatility_20', 'atr_14', 'volume_sma_20']",0.10665236013617388
RFE + Random Forest,15,2.0,500,10.0,sqrt,"['return_5d', 'return_20d', 'sma_5', 'sma_20', 'sma_60', 'price_to_sma_20', 'price_to_sma_60', 'rsi_14', 'roc_20', 'macd', 'macd_signal', 'macd_hist', 'volatility_20', 'atr_14', 'volume_sma_20']",0.10665236013617388
RFE + Random Forest,15,1.0,100,,sqrt,"['return_20d', 'sma_5', 'sma_20', 'sma_60', 'price_to_sma_20', 'price_to_sma_60', 'rsi_14', 'roc_10', 'roc_20', 'macd', 'macd_signal', 'macd_hist', 'volatility_20', 'atr_14', 'volume_sma_20']",0.10674509222911462
RFE + Random Forest,15,1.0,100,,log2,"['return_20d', 'sma_5', 'sma_20', 'sma_60', 'price_to_sma_20', 'price_to_sma_60', 'rsi_14', 'roc_10', 'roc_20', 'macd', 'macd_signal', 'macd_hist', 'volatility_20', 'atr_14', 'volume_sma_20']",0.10674509222911462
RFE + Random Forest,20,2.0,300,,sqrt,"['return_5d', 'return_10d', 'return_20d', 'sma_5', 'sma_20', 'sma_60', 'price_to_sma_5', 'price_to_sma_20', 'price_to_sma_60', 'rsi_14', 'roc_10', 'roc_20', 'macd', 'macd_signal', 'macd_hist', 'volatility_5', 'volatility_20', 'atr_14', 'volume_sma_20', 'volume_ratio_20']",0.10675444629627272
RFE + Random Forest,20,2.0,300,,log2,"['return_5d', 'return_10d', 'return_20d', 'sma_5', 'sma_20', 'sma_60', 'price_to_sma_5', 'price_to_sma_20', 'price_to_sma_60', 'rsi_14', 'roc_10', 'roc_20', 'macd', 'macd_signal', 'macd_hist', 'volatility_5', 'volatility_20', 'atr_14', 'volume_sma_20', 'volume_ratio_20']",0.10675444629627273
RFE + Random Forest,20,0.1,300,,log2,"['return_5d', 'return_10d', 'return_20d', 'sma_5', 'sma_20', 'sma_60', 'price_to_sma_5', 'price_to_sma_20', 'price_to_sma_60', 'rsi_14', 'roc_10', 'roc_20', 'macd', 'macd_signal', 'macd_hist', 'volatility_5', 'volatility_20', 'atr_14', 'volume_sma_20', 'volume_ratio_20']",0.10675444629627273
RFE + Random Forest,20,0.1,300,,sqrt,"['return_5d', 'return_10d', 'return_20d', 'sma_5', 'sma_20', 'sma_60', 'price_to_sma_5', 'price_to_sma_20', 'price_to_sma_60', 'rsi_14', 'roc_10', 'roc_20', 'macd', 'macd_signal', 'macd_hist', 'volatility_5', 'volatility_20', 'atr_14', 'volume_sma_20', 'volume_ratio_20']",0.10675444629627273
RFE + Random Forest,20,1.0,300,,sqrt,"['return_5d', 'return_10d', 'return_20d', 'sma_5', 'sma_20', 'sma_60', 'price_to_sma_5', 'price_to_sma_20', 'price_to_sma_60', 'rsi_14', 'roc_10', 'roc_20', 'macd', 'macd_signal', 'macd_hist', 'volatility_5', 'volatility_20', 'atr_14', 'volume_sma_20', 'volume_ratio_20']",0.10675444629627273
RFE + Random Forest,20,1.0,300,,log2,"['return_5d', 'return_10d', 'return_20d', 'sma_5', 'sma_20', 'sma_60', 'price_to_sma_5', 'price_to_sma_20', 'price_to_sma_60', 'rsi_14', 'roc_10', 'roc_20', 'macd', 'macd_signal', 'macd_hist', 'volatility_5', 'volatility_20', 'atr_14', 'volume_sma_20', 'volume_ratio_20']",0.10675444629627273
RFE + Random Forest,10,2.0,300,10.0,log2,"['return_20d', 'sma_5', 'sma_20', 'sma_60', 'price_to_sma_60', 'roc_20', 'macd_signal', 'volatility_20', 'atr_14', 'volume_sma_20']",0.10675971899356115
RFE + Random Forest,10,2.0,300,10.0,sqrt,"['return_20d', 'sma_5', 'sma_20', 'sma_60', 'price_to_sma_60', 'roc_20', 'macd_signal', 'volatility_20', 'atr_14', 'volume_sma_20']",0.10675971899356115
RFE + Random Forest,10,0.1,300,10.0,log2,"['return_20d', 'sma_5', 'sma_20', 'sma_60', 'price_to_sma_60', 'roc_20', 'macd_signal', 'volatility_20', 'atr_14', 'volume_sma_20']",0.10675971899356115
RFE + Random Forest,10,0.1,300,10.0,sqrt,"['return_20d', 'sma_5', 'sma_20', 'sma_60', 'price_to_sma_60', 'roc_20', 'macd_signal', 'volatility_20', 'atr_14', 'volume_sma_20']",0.10675971899356117
RFE + Random Forest,25,2.0,300,,0.5,"['return_1d', 'return_5d', 'return_10d', 'return_20d', 'intraday_return', 'high_low_range', 'gap', 'sma_5', 'sma_20', 'sma_60', 'price_to_sma_5', 'price_to_sma_20', 'price_to_sma_60', 'rsi_14', 'roc_10', 'roc_20', 'macd', 'macd_signal', 'macd_hist', 'volatility_5', 'volatility_20', 'atr_14', 'volume_change_1d', 'volume_sma_20', 'volume_ratio_20']",0.10680393015652584
RFE + Random Forest,25,0.1,300,,0.5,"['return_1d', 'return_5d', 'return_10d', 'return_20d', 'intraday_return', 'high_low_range', 'gap', 'sma_5', 'sma_20', 'sma_60', 'price_to_sma_5', 'price_to_sma_20', 'price_to_sma_60', 'rsi_14', 'roc_10', 'roc_20', 'macd', 'macd_signal', 'macd_hist', 'volatility_5', 'volatility_20', 'atr_14', 'volume_change_1d', 'volume_sma_20', 'volume_ratio_20']",0.10680393015652584
RFE + Random Forest,25,1.0,300,,0.5,"['return_1d', 'return_5d', 'return_10d', 'return_20d', 'intraday_return', 'high_low_range', 'gap', 'sma_5', 'sma_20', 'sma_60', 'price_to_sma_5', 'price_to_sma_20', 'price_to_sma_60', 'rsi_14', 'roc_10', 'roc_20', 'macd', 'macd_signal', 'macd_hist', 'volatility_5', 'volatility_20', 'atr_14', 'volume_change_1d', 'volume_sma_20', 'volume_ratio_20']",0.10680393015652584
RFE + Random Forest,20,2.0,500,10.0,0.5,"['return_5d', 'return_10d', 'return_20d', 'gap', 'sma_5', 'sma_20', 'sma_60', 'price_to_sma_20', 'price_to_sma_60', 'rsi_14', 'roc_10', 'roc_20', 'macd', 'macd_signal', 'macd_hist', 'volatility_5', 'volatility_20', 'atr_14', 'volume_sma_20', 'volume_ratio_20']",0.10680540461173979
RFE + Random Forest,20,0.1,500,10.0,0.5,"['return_5d', 'return_10d', 'return_20d', 'gap', 'sma_5', 'sma_20', 'sma_60', 'price_to_sma_20', 'price_to_sma_60', 'rsi_14', 'roc_10', 'roc_20', 'macd', 'macd_signal', 'macd_hist', 'volatility_5', 'volatility_20', 'atr_14', 'volume_sma_20', 'volume_ratio_20']",0.10680540461173979
RFE + Random Forest,20,1.0,500,10.0,0.5,"['return_5d', 'return_10d', 'return_20d', 'gap', 'sma_5', 'sma_20', 'sma_60', 'price_to_sma_20', 'price_to_sma_60', 'rsi_14', 'roc_10', 'roc_20', 'macd', 'macd_signal', 'macd_hist', 'volatility_5', 'volatility_20', 'atr_14', 'volume_sma_20', 'volume_ratio_20']",0.10680540461173979
RFE + Random Forest,20,1.0,100,10.0,log2,"['return_5d', 'return_10d', 'return_20d', 'gap', 'sma_5', 'sma_20', 'sma_60', 'price_to_sma_20', 'price_to_sma_60', 'rsi_14', 'roc_10', 'roc_20', 'macd', 'macd_signal', 'macd_hist', 'volatility_5', 'volatility_20', 'atr_14', 'volume_sma_20', 'volume_ratio_20']",0.10680961011281588
RFE + Random Forest,20,1.0,100,10.0,sqrt,"['return_5d', 'return_10d', 'return_20d', 'gap', 'sma_5', 'sma_20', 'sma_60', 'price_to_sma_20', 'price_to_sma_60', 'rsi_14', 'roc_10', 'roc_20', 'macd', 'macd_signal', 'macd_hist', 'volatility_5', 'volatility_20', 'atr_14', 'volume_sma_20', 'volume_ratio_20']",0.10680961011281588
RFE + Random Forest,20,1.0,100,,sqrt,"['return_5d', 'return_10d', 'return_20d', 'sma_5', 'sma_20', 'sma_60', 'price_to_sma_5', 'price_to_sma_20', 'price_to_sma_60', 'rsi_14', 'roc_10', 'roc_20', 'macd', 'macd_signal', 'macd_hist', 'volatility_5', 'volatility_20', 'atr_14', 'volume_sma_20', 'volume_ratio_20']",0.10682665295793992
RFE + Random Forest,20,2.0,100,,sqrt,"['return_5d', 'return_10d', 'return_20d', 'sma_5', 'sma_20', 'sma_60', 'price_to_sma_5', 'price_to_sma_20', 'price_to_sma_60', 'rsi_14', 'roc_10', 'roc_20', 'macd', 'macd_signal', 'macd_hist', 'volatility_5', 'volatility_20', 'atr_14', 'volume_sma_20', 'volume_ratio_20']",0.10682665295793992
RFE + Random Forest,20,2.0,100,,log2,"['return_5d', 'return_10d', 'return_20d', 'sma_5', 'sma_20', 'sma_60', 'price_to_sma_5', 'price_to_sma_20', 'price_to_sma_60', 'rsi_14', 'roc_10', 'roc_20', 'macd', 'macd_signal', 'macd_hist', 'volatility_5', 'volatility_20', 'atr_14', 'volume_sma_20', 'volume_ratio_20']",0.10682665295793992
RFE + Random Forest,20,0.1,100,,sqrt,"['return_5d', 'return_10d', 'return_20d', 'sma_5', 'sma_20', 'sma_60', 'price_to_sma_5', 'price_to_sma_20', 'price_to_sma_60', 'rsi_14', 'roc_10', 'roc_20', 'macd', 'macd_signal', 'macd_hist', 'volatility_5', 'volatility_20', 'atr_14', 'volume_sma_20', 'volume_ratio_20']",0.10682665295793992
RFE + Random Forest,20,1.0,100,,log2,"['return_5d', 'return_10d', 'return_20d', 'sma_5', 'sma_20', 'sma_60', 'price_to_sma_5', 'price_to_sma_20', 'price_to_sma_60', 'rsi_14', 'roc_10', 'roc_20', 'macd', 'macd_signal', 'macd_hist', 'volatility_5', 'volatility_20', 'atr_14', 'volume_sma_20', 'volume_ratio_20']",0.10682665295793992
RFE + Random Forest,20,0.1,100,,log2,"['return_5d', 'return_10d', 'return_20d', 'sma_5', 'sma_20', 'sma_60', 'price_to_sma_5', 'price_to_sma_20', 'price_to_sma_60', 'rsi_14', 'roc_10', 'roc_20', 'macd', 'macd_signal', 'macd_hist', 'volatility_5', 'volatility_20', 'atr_14', 'volume_sma_20', 'volume_ratio_20']",0.10682665295793992
RFE + Random Forest,15,0.1,300,10.0,sqrt,"['return_5d', 'return_20d', 'sma_5', 'sma_20', 'sma_60', 'price_to_sma_20', 'price_to_sma_60', 'rsi_14', 'roc_20', 'macd', 'macd_signal', 'macd_hist', 'volatility_20', 'atr_14', 'volume_sma_20']",0.10682792689110636
RFE + Random Forest,15,2.0,300,10.0,log2,"['return_5d', 'return_20d', 'sma_5', 'sma_20', 'sma_60', 'price_to_sma_20', 'price_to_sma_60', 'rsi_14', 'roc_20', 'macd', 'macd_signal', 'macd_hist', 'volatility_20', 'atr_14', 'volume_sma_20']",0.10682792689110636
RFE + Random Forest,15,0.1,300,10.0,log2,"['return_5d', 'return_20d', 'sma_5', 'sma_20', 'sma_60', 'price_to_sma_20', 'price_to_sma_60', 'rsi_14', 'roc_20', 'macd', 'macd_signal', 'macd_hist', 'volatility_20', 'atr_14', 'volume_sma_20']",0.10682792689110636
RFE + Random Forest,15,2.0,300,10.0,sqrt,"['return_5d', 'return_20d', 'sma_5', 'sma_20', 'sma_60', 'price_to_sma_20', 'price_to_sma_60', 'rsi_14', 'roc_20', 'macd', 'macd_signal', 'macd_hist', 'volatility_20', 'atr_14', 'volume_sma_20']",0.10682792689110636
RFE + Random Forest,15,1.0,300,10.0,sqrt,"['return_5d', 'return_20d', 'sma_5', 'sma_20', 'sma_60', 'price_to_sma_20', 'price_to_sma_60', 'rsi_14', 'roc_20', 'macd', 'macd_signal', 'macd_hist', 'volatility_20', 'atr_14', 'volume_sma_20']",0.10682792689110636
RFE + Random Forest,15,1.0,300,10.0,log2,"['return_5d', 'return_20d', 'sma_5', 'sma_20', 'sma_60', 'price_to_sma_20', 'price_to_sma_60', 'rsi_14', 'roc_20', 'macd', 'macd_signal', 'macd_hist', 'volatility_20', 'atr_14', 'volume_sma_20']",0.10682792689110636
RFE + Random Forest,5,1.0,300,,sqrt,"['sma_5', 'sma_20', 'sma_60', 'volatility_20', 'volume_sma_20']",0.10684400974274955
RFE + Random Forest,15,1.0,100,,0.5,"['return_5d', 'sma_5', 'sma_20', 'sma_60', 'price_to_sma_20', 'price_to_sma_60', 'rsi_14', 'roc_20', 'macd', 'macd_signal', 'macd_hist', 'volatility_5', 'volatility_20', 'atr_14', 'volume_sma_20']",0.10686692478778582
RFE + Random Forest,20,0.1,100,,0.5,"['return_5d', 'return_10d', 'return_20d', 'gap', 'sma_5', 'sma_20', 'sma_60', 'price_to_sma_5', 'price_to_sma_20', 'price_to_sma_60', 'rsi_14', 'roc_20', 'macd', 'macd_signal', 'macd_hist', 'volatility_5', 'volatility_20', 'atr_14', 'volume_sma_20', 'volume_ratio_20']",0.10693452519786217
RFE + Random Forest,20,2.0,100,,0.5,"['return_5d', 'return_10d', 'return_20d', 'gap', 'sma_5', 'sma_20', 'sma_60', 'price_to_sma_5', 'price_to_sma_20', 'price_to_sma_60', 'rsi_14', 'roc_20', 'macd', 'macd_signal', 'macd_hist', 'volatility_5', 'volatility_20', 'atr_14', 'volume_sma_20', 'volume_ratio_20']",0.10693452519786217
RFE + Random Forest,15,0.1,300,10.0,0.5,"['return_5d', 'return_20d', 'sma_5', 'sma_20', 'sma_60', 'price_to_sma_20', 'price_to_sma_60', 'rsi_14', 'roc_20', 'macd', 'macd_signal', 'macd_hist', 'volatility_20', 'atr_14', 'volume_sma_20']",0.10701920931778802
RFE + Random Forest,15,2.0,300,10.0,0.5,"['return_5d', 'return_20d', 'sma_5', 'sma_20', 'sma_60', 'price_to_sma_20', 'price_to_sma_60', 'rsi_14', 'roc_20', 'macd', 'macd_signal', 'macd_hist', 'volatility_20', 'atr_14', 'volume_sma_20']",0.10701920931778802
RFE + Random Forest,15,1.0,300,10.0,0.5,"['return_5d', 'return_20d', 'sma_5', 'sma_20', 'sma_60', 'price_to_sma_20', 'price_to_sma_60', 'rsi_14', 'roc_20', 'macd', 'macd_signal', 'macd_hist', 'volatility_20', 'atr_14', 'volume_sma_20']",0.10701920931778802
RFE + Random Forest,15,0.1,100,,log2,"['return_20d', 'sma_5', 'sma_20', 'sma_60', 'price_to_sma_20', 'price_to_sma_60', 'rsi_14', 'roc_20', 'macd', 'macd_signal', 'macd_hist', 'volatility_5', 'volatility_20', 'atr_14', 'volume_sma_20']",0.10703083003702414
RFE + Random Forest,15,0.1,100,,sqrt,"['return_20d', 'sma_5', 'sma_20', 'sma_60', 'price_to_sma_20', 'price_to_sma_60', 'rsi_14', 'roc_20', 'macd', 'macd_signal', 'macd_hist', 'volatility_5', 'volatility_20', 'atr_14', 'volume_sma_20']",0.10703083003702414
RFE + Random Forest,15,2.0,100,,log2,"['return_20d', 'sma_5', 'sma_20', 'sma_60', 'price_to_sma_20', 'price_to_sma_60', 'rsi_14', 'roc_20', 'macd', 'macd_signal', 'macd_hist', 'volatility_5', 'volatility_20', 'atr_14', 'volume_sma_20']",0.10703083003702414
RFE + Random Forest,15,2.0,100,,sqrt,"['return_20d', 'sma_5', 'sma_20', 'sma_60', 'price_to_sma_20', 'price_to_sma_60', 'rsi_14', 'roc_20', 'macd', 'macd_signal', 'macd_hist', 'volatility_5', 'volatility_20', 'atr_14', 'volume_sma_20']",0.10703083003702414
RFE + Random Forest,5,0.1,300,,0.5,"['return_20d', 'sma_5', 'sma_60', 'volatility_20', 'volume_sma_20']",0.1070451370328983
RFE + Random Forest,5,2.0,300,,log2,"['return_20d', 'sma_5', 'sma_60', 'volatility_20', 'volume_sma_20']",0.1070451370328983
RFE + Random Forest,5,0.1,300,,log2,"['return_20d', 'sma_5', 'sma_60', 'volatility_20', 'volume_sma_20']",0.1070451370328983
RFE + Random Forest,5,2.0,300,,sqrt,"['return_20d', 'sma_5', 'sma_60', 'volatility_20', 'volume_sma_20']",0.1070451370328983
RFE + Random Forest,5,2.0,300,,0.5,"['return_20d', 'sma_5', 'sma_60', 'volatility_20', 'volume_sma_20']",0.1070451370328983
RFE + Random Forest,5,0.1,300,,sqrt,"['return_20d', 'sma_5', 'sma_60', 'volatility_20', 'volume_sma_20']",0.1070451370328983
RFE + Random Forest,5,1.0,500,,sqrt,"['sma_5', 'sma_20', 'sma_60', 'volatility_20', 'volume_sma_20']",0.10705036855679087
RFE + Random Forest,25,0.1,500,,0.5,"['return_1d', 'return_5d', 'return_10d', 'return_20d', 'intraday_return', 'high_low_range', 'gap', 'sma_5', 'sma_20', 'sma_60', 'price_to_sma_5', 'price_to_sma_20', 'price_to_sma_60', 'rsi_14', 'roc_10', 'roc_20', 'macd', 'macd_signal', 'macd_hist', 'volatility_5', 'volatility_20', 'atr_14', 'volume_change_1d', 'volume_sma_20', 'volume_ratio_20']",0.1070777711348267
RFE + Random Forest,25,1.0,500,,0.5,"['return_1d', 'return_5d', 'return_10d', 'return_20d', 'intraday_return', 'high_low_range', 'gap', 'sma_5', 'sma_20', 'sma_60', 'price_to_sma_5', 'price_to_sma_20', 'price_to_sma_60', 'rsi_14', 'roc_10', 'roc_20', 'macd', 'macd_signal', 'macd_hist', 'volatility_5', 'volatility_20', 'atr_14', 'volume_change_1d', 'volume_sma_20', 'volume_ratio_20']",0.1070777711348267
RFE + Random Forest,25,2.0,500,,0.5,"['return_1d', 'return_5d', 'return_10d', 'return_20d', 'intraday_return', 'high_low_range', 'gap', 'sma_5', 'sma_20', 'sma_60', 'price_to_sma_5', 'price_to_sma_20', 'price_to_sma_60', 'rsi_14', 'roc_10', 'roc_20', 'macd', 'macd_signal', 'macd_hist', 'volatility_5', 'volatility_20', 'atr_14', 'volume_change_1d', 'volume_sma_20', 'volume_ratio_20']",0.1070777711348267
RFE + Random Forest,10,2.0,300,10.0,0.5,"['sma_5', 'sma_20', 'sma_60', 'price_to_sma_20', 'roc_20', 'macd_signal', 'macd_hist', 'volatility_20', 'atr_14', 'volume_sma_20']",0.10710539666842377
RFE + Random Forest,10,0.1,300,10.0,0.5,"['sma_5', 'sma_20', 'sma_60', 'price_to_sma_20', 'roc_20', 'macd_signal', 'macd_hist', 'volatility_20', 'atr_14', 'volume_sma_20']",0.10710539666842377
RFE + Random Forest,15,2.0,300,,0.5,"['return_5d', 'return_20d', 'sma_5', 'sma_20', 'sma_60', 'price_to_sma_20', 'price_to_sma_60', 'rsi_14', 'macd', 'macd_signal', 'macd_hist', 'volatility_5', 'volatility_20', 'atr_14', 'volume_sma_20']",0.10710644685842959
RFE + Random Forest,15,0.1,300,,0.5,"['return_5d', 'return_20d', 'sma_5', 'sma_20', 'sma_60', 'price_to_sma_20', 'price_to_sma_60', 'rsi_14', 'macd', 'macd_signal', 'macd_hist', 'volatility_5', 'volatility_20', 'atr_14', 'volume_sma_20']",0.10710644685842959
RFE + Random Forest,15,2.0,300,,log2,"['return_20d', 'sma_5', 'sma_20', 'sma_60', 'price_to_sma_20', 'price_to_sma_60', 'rsi_14', 'roc_20', 'macd', 'macd_signal', 'macd_hist', 'volatility_5', 'volatility_20', 'atr_14', 'volume_sma_20']",0.10711456568124826
RFE + Random Forest,15,0.1,300,,sqrt,"['return_20d', 'sma_5', 'sma_20', 'sma_60', 'price_to_sma_20', 'price_to_sma_60', 'rsi_14', 'roc_20', 'macd', 'macd_signal', 'macd_hist', 'volatility_5', 'volatility_20', 'atr_14', 'volume_sma_20']",0.10711456568124826
RFE + Random Forest,15,2.0,300,,sqrt,"['return_20d', 'sma_5', 'sma_20', 'sma_60', 'price_to_sma_20', 'price_to_sma_60', 'rsi_14', 'roc_20', 'macd', 'macd_signal', 'macd_hist', 'volatility_5', 'volatility_20', 'atr_14', 'volume_sma_20']",0.10711456568124826
RFE + Random Forest,15,0.1,300,,log2,"['return_20d', 'sma_5', 'sma_20', 'sma_60', 'price_to_sma_20', 'price_to_sma_60', 'rsi_14', 'roc_20', 'macd', 'macd_signal', 'macd_hist', 'volatility_5', 'volatility_20', 'atr_14', 'volume_sma_20']",0.10711456568124826
RFE + Random Forest,5,1.0,500,,0.5,"['sma_5', 'sma_60', 'price_to_sma_60', 'volatility_20', 'volume_sma_20']",0.10712839141213575
RFE + Random Forest,5,0.1,100,,sqrt,"['sma_5', 'sma_20', 'sma_60', 'volatility_20', 'volume_sma_20']",0.10714488965666343
RFE + Random Forest,5,2.0,100,,sqrt,"['sma_5', 'sma_20', 'sma_60', 'volatility_20', 'volume_sma_20']",0.10714488965666343
RFE + Random Forest,5,1.0,100,,log2,"['sma_5', 'sma_20', 'sma_60', 'volatility_20', 'volume_sma_20']",0.10714488965666343
RFE + Random Forest,5,0.1,100,,log2,"['sma_5', 'sma_20', 'sma_60', 'volatility_20', 'volume_sma_20']",0.10714488965666343
RFE + Random Forest,5,2.0,100,,log2,"['sma_5', 'sma_20', 'sma_60', 'volatility_20', 'volume_sma_20']",0.10714488965666343
RFE + Random Forest,5,1.0,100,,sqrt,"['sma_5', 'sma_20', 'sma_60', 'volatility_20', 'volume_sma_20']",0.10714488965666343
RFE + Random Forest,15,1.0,500,10.0,0.5,"['return_5d', 'return_20d', 'sma_5', 'sma_20', 'sma_60', 'price_to_sma_20', 'price_to_sma_60', 'rsi_14', 'roc_20', 'macd', 'macd_signal', 'macd_hist', 'volatility_20', 'atr_14', 'volume_sma_20']",0.10719615540333786
RFE + Random Forest,15,2.0,500,10.0,0.5,"['return_5d', 'return_20d', 'sma_5', 'sma_20', 'sma_60', 'price_to_sma_20', 'price_to_sma_60', 'rsi_14', 'roc_20', 'macd', 'macd_signal', 'macd_hist', 'volatility_20', 'atr_14', 'volume_sma_20']",0.10719615540333786
RFE + Random Forest,15,0.1,500,10.0,0.5,"['return_5d', 'return_20d', 'sma_5', 'sma_20', 'sma_60', 'price_to_sma_20', 'price_to_sma_60', 'rsi_14', 'roc_20', 'macd', 'macd_signal', 'macd_hist', 'volatility_20', 'atr_14', 'volume_sma_20']",0.10719615540333788
RFE + Random Forest,15,0.1,500,,sqrt,"['return_5d', 'return_20d', 'sma_5', 'sma_20', 'sma_60', 'price_to_sma_20', 'price_to_sma_60', 'rsi_14', 'roc_20', 'macd', 'macd_signal', 'macd_hist', 'volatility_20', 'atr_14', 'volume_sma_20']",0.10719886604722849
RFE + Random Forest,15,1.0,500,,sqrt,"['return_5d', 'return_20d', 'sma_5', 'sma_20', 'sma_60', 'price_to_sma_20', 'price_to_sma_60', 'rsi_14', 'roc_20', 'macd', 'macd_signal', 'macd_hist', 'volatility_20', 'atr_14', 'volume_sma_20']",0.10719886604722849
RFE + Random Forest,15,2.0,500,,sqrt,"['return_5d', 'return_20d', 'sma_5', 'sma_20', 'sma_60', 'price_to_sma_20', 'price_to_sma_60', 'rsi_14', 'roc_20', 'macd', 'macd_signal', 'macd_hist', 'volatility_20', 'atr_14', 'volume_sma_20']",0.10719886604722849
RFE + Random Forest,15,2.0,500,,log2,"['return_5d', 'return_20d', 'sma_5', 'sma_20', 'sma_60', 'price_to_sma_20', 'price_to_sma_60', 'rsi_14', 'roc_20', 'macd', 'macd_signal', 'macd_hist', 'volatility_20', 'atr_14', 'volume_sma_20']",0.10719886604722849
