method,model,n_features,selected_features,rmse,mae,r2
RFE,Random Forest,20,"['return_5d', 'return_10d', 'return_20d', 'gap', 'sma_5', 'sma_20', 'sma_60', 'price_to_sma_20', 'price_to_sma_60', 'rsi_14', 'roc_10', 'roc_20', 'macd', 'macd_signal', 'macd_hist', 'volatility_5', 'volatility_20', 'atr_14', 'volume_sma_20', 'volume_ratio_20']",0.1051601264376497,,
RFE,XGBoost,20,"['return_5d', 'return_10d', 'return_20d', 'gap', 'sma_5', 'sma_20', 'sma_60', 'price_to_sma_20', 'price_to_sma_60', 'rsi_14', 'roc_10', 'roc_20', 'macd', 'macd_signal', 'macd_hist', 'volatility_5', 'volatility_20', 'atr_14', 'volume_sma_20', 'volume_ratio_20']",0.1051707657647522,0.0781381764243515,-0.0093477400307615
RFE,XGBoost,25,"['return_1d', 'return_5d', 'return_10d', 'return_20d', 'intraday_return', 'high_low_range', 'gap', 'sma_5', 'sma_20', 'sma_60', 'price_to_sma_5', 'price_to_sma_20', 'price_to_sma_60', 'rsi_14', 'roc_10', 'roc_20', 'macd', 'macd_signal', 'macd_hist', 'volatility_5', 'volatility_20', 'atr_14', 'volume_change_1d', 'volume_sma_20', 'volume_ratio_20']",0.1051736833108794,0.0779813753366122,-0.0094037415139622
RFE,XGBoost,25,"['return_1d', 'return_5d', 'return_10d', 'return_20d', 'intraday_return', 'high_low_range', 'gap', 'sma_5', 'sma_20', 'sma_60', 'price_to_sma_5', 'price_to_sma_20', 'price_to_sma_60', 'rsi_14', 'roc_10', 'roc_20', 'macd', 'macd_signal', 'macd_hist', 'volatility_5', 'volatility_20', 'atr_14', 'volume_change_1d', 'volume_sma_20', 'volume_ratio_20']",0.1051736833108794,0.0779813753366122,-0.0094037415139622
RFE,XGBoost,15,"['return_10d', 'return_20d', 'sma_5', 'sma_20', 'sma_60', 'price_to_sma_20', 'price_to_sma_60', 'rsi_14', 'macd', 'macd_signal', 'macd_hist', 'volatility_20', 'atr_14', 'volume_sma_20', 'volume_ratio_20']",0.1051806270321835,0.0779696581973031,-0.0095370305538935
RFE,Random Forest,5,"['sma_5', 'sma_60', 'volatility_20', 'atr_14', 'volume_sma_20']",0.1051840704348112,,
RFE,Random Forest,5,"['sma_5', 'sma_60', 'volatility_20', 'atr_14', 'volume_sma_20']",0.1051840704348112,,
RFE,Random Forest,5,"['sma_5', 'sma_60', 'volatility_20', 'atr_14', 'volume_sma_20']",0.1051840704348112,,
RFE,Random Forest,5,"['sma_5', 'sma_60', 'volatility_20', 'atr_14', 'volume_sma_20']",0.1051840704348112,,
RFE,XGBoost,5,"['sma_5', 'sma_60', 'macd_hist', 'volatility_20', 'atr_14']",0.1051849119841967,0.0793339142159636,-0.0096192872577787
RFE,Random Forest,25,"['return_1d', 'return_5d', 'return_10d', 'return_20d', 'intraday_return', 'high_low_range', 'gap', 'sma_5', 'sma_20', 'sma_60', 'price_to_sma_5', 'price_to_sma_20', 'price_to_sma_60', 'rsi_14', 'roc_10', 'roc_20', 'macd', 'macd_signal', 'macd_hist', 'volatility_5', 'volatility_20', 'atr_14', 'volume_change_1d', 'volume_sma_20', 'volume_ratio_20']",0.1051922550563722,,
RFE,Random Forest,25,"['return_1d', 'return_5d', 'return_10d', 'return_20d', 'intraday_return', 'high_low_range', 'gap', 'sma_5', 'sma_20', 'sma_60', 'price_to_sma_5', 'price_to_sma_20', 'price_to_sma_60', 'rsi_14', 'roc_10', 'roc_20', 'macd', 'macd_signal', 'macd_hist', 'volatility_5', 'volatility_20', 'atr_14', 'volume_change_1d', 'volume_sma_20', 'volume_ratio_20']",0.1051922550563722,,
RFE,Random Forest,25,"['return_1d', 'return_5d', 'return_10d', 'return_20d', 'intraday_return', 'high_low_range', 'gap', 'sma_5', 'sma_20', 'sma_60', 'price_to_sma_5', 'price_to_sma_20', 'price_to_sma_60', 'rsi_14', 'roc_10', 'roc_20', 'macd', 'macd_signal', 'macd_hist', 'volatility_5', 'volatility_20', 'atr_14', 'volume_change_1d', 'volume_sma_20', 'volume_ratio_20']",0.1051922550563722,,
RFE,XGBoost,15,"['return_10d', 'return_20d', 'sma_5', 'sma_20', 'sma_60', 'price_to_sma_20', 'price_to_sma_60', 'rsi_14', 'roc_10', 'macd', 'macd_signal', 'macd_hist', 'volatility_20', 'atr_14', 'volume_sma_20']",0.1051976771453047,0.0782647231634652,-0.0098643553887984
RFE,Random Forest,25,"['return_1d', 'return_5d', 'return_10d', 'return_20d', 'intraday_return', 'high_low_range', 'gap', 'sma_5', 'sma_20', 'sma_60', 'price_to_sma_5', 'price_to_sma_20', 'price_to_sma_60', 'rsi_14', 'roc_10', 'roc_20', 'macd', 'macd_signal', 'macd_hist', 'volatility_5', 'volatility_20', 'atr_14', 'volume_change_1d', 'volume_sma_20', 'volume_ratio_20']",0.1051978868976107,,
RFE,Random Forest,25,"['return_1d', 'return_5d', 'return_10d', 'return_20d', 'intraday_return', 'high_low_range', 'gap', 'sma_5', 'sma_20', 'sma_60', 'price_to_sma_5', 'price_to_sma_20', 'price_to_sma_60', 'rsi_14', 'roc_10', 'roc_20', 'macd', 'macd_signal', 'macd_hist', 'volatility_5', 'volatility_20', 'atr_14', 'volume_change_1d', 'volume_sma_20', 'volume_ratio_20']",0.1051978868976107,,
RFE,Random Forest,25,"['return_1d', 'return_5d', 'return_10d', 'return_20d', 'intraday_return', 'high_low_range', 'gap', 'sma_5', 'sma_20', 'sma_60', 'price_to_sma_5', 'price_to_sma_20', 'price_to_sma_60', 'rsi_14', 'roc_10', 'roc_20', 'macd', 'macd_signal', 'macd_hist', 'volatility_5', 'volatility_20', 'atr_14', 'volume_change_1d', 'volume_sma_20', 'volume_ratio_20']",0.1051978868976107,,
RFE,XGBoost,5,"['sma_5', 'sma_60', 'macd_hist', 'volatility_20', 'atr_14']",0.1052088616809335,0.0783888619447163,-0.0100791027976796
RFE,Random Forest,10,"['return_20d', 'sma_5', 'sma_20', 'sma_60', 'price_to_sma_20', 'roc_20', 'macd_hist', 'volatility_20', 'atr_14', 'volume_sma_20']",0.1052110679963737,,
RFE,Random Forest,10,"['return_20d', 'sma_5', 'sma_20', 'sma_60', 'price_to_sma_20', 'roc_20', 'macd_hist', 'volatility_20', 'atr_14', 'volume_sma_20']",0.1052110679963737,,
RFE,XGBoost,25,"['return_1d', 'return_5d', 'return_10d', 'return_20d', 'intraday_return', 'high_low_range', 'gap', 'sma_5', 'sma_20', 'sma_60', 'price_to_sma_5', 'price_to_sma_20', 'price_to_sma_60', 'rsi_14', 'roc_10', 'roc_20', 'macd', 'macd_signal', 'macd_hist', 'volatility_5', 'volatility_20', 'atr_14', 'volume_change_1d', 'volume_sma_20', 'volume_ratio_20']",0.1052138613357758,0.0777518566551455,-0.0101751054877383
RFE,XGBoost,25,"['return_1d', 'return_5d', 'return_10d', 'return_20d', 'intraday_return', 'high_low_range', 'gap', 'sma_5', 'sma_20', 'sma_60', 'price_to_sma_5', 'price_to_sma_20', 'price_to_sma_60', 'rsi_14', 'roc_10', 'roc_20', 'macd', 'macd_signal', 'macd_hist', 'volatility_5', 'volatility_20', 'atr_14', 'volume_change_1d', 'volume_sma_20', 'volume_ratio_20']",0.1052138613357758,0.0777518566551455,-0.0101751054877383
RFE,XGBoost,10,"['sma_5', 'sma_60', 'price_to_sma_20', 'price_to_sma_60', 'macd', 'macd_signal', 'macd_hist', 'volatility_20', 'atr_14', 'volume_sma_20']",0.1052234473354101,0.0784547917120447,-0.0103591873035895
RFE,XGBoost,15,"['return_10d', 'return_20d', 'sma_5', 'sma_20', 'sma_60', 'price_to_sma_20', 'price_to_sma_60', 'rsi_14', 'macd', 'macd_signal', 'macd_hist', 'volatility_20', 'atr_14', 'volume_sma_20', 'volume_ratio_20']",0.1052520950096045,0.078243261613243,-0.010909414115076
RFE,XGBoost,5,"['sma_5', 'sma_60', 'price_to_sma_60', 'volatility_20', 'atr_14']",0.1052570226898371,0.0791381487769498,-0.0110040736075365
RFE,Random Forest,25,"['return_1d', 'return_5d', 'return_10d', 'return_20d', 'intraday_return', 'high_low_range', 'gap', 'sma_5', 'sma_20', 'sma_60', 'price_to_sma_5', 'price_to_sma_20', 'price_to_sma_60', 'rsi_14', 'roc_10', 'roc_20', 'macd', 'macd_signal', 'macd_hist', 'volatility_5', 'volatility_20', 'atr_14', 'volume_change_1d', 'volume_sma_20', 'volume_ratio_20']",0.1052613128092724,,
RFE,Random Forest,25,"['return_1d', 'return_5d', 'return_10d', 'return_20d', 'intraday_return', 'high_low_range', 'gap', 'sma_5', 'sma_20', 'sma_60', 'price_to_sma_5', 'price_to_sma_20', 'price_to_sma_60', 'rsi_14', 'roc_10', 'roc_20', 'macd', 'macd_signal', 'macd_hist', 'volatility_5', 'volatility_20', 'atr_14', 'volume_change_1d', 'volume_sma_20', 'volume_ratio_20']",0.1052613128092724,,
RFE,Random Forest,25,"['return_1d', 'return_5d', 'return_10d', 'return_20d', 'intraday_return', 'high_low_range', 'gap', 'sma_5', 'sma_20', 'sma_60', 'price_to_sma_5', 'price_to_sma_20', 'price_to_sma_60', 'rsi_14', 'roc_10', 'roc_20', 'macd', 'macd_signal', 'macd_hist', 'volatility_5', 'volatility_20', 'atr_14', 'volume_change_1d', 'volume_sma_20', 'volume_ratio_20']",0.1052613128092724,,
RFE,XGBoost,15,"['return_10d', 'return_20d', 'sma_5', 'sma_20', 'sma_60', 'price_to_sma_20', 'price_to_sma_60', 'rsi_14', 'macd', 'macd_signal', 'macd_hist', 'volatility_20', 'atr_14', 'volume_sma_20', 'volume_ratio_20']",0.1052743259310562,0.0777256264811827,-0.0113364996026041
RFE,XGBoost,5,"['sma_5', 'sma_60', 'macd_hist', 'volatility_20', 'atr_14']",0.1052748583854636,0.0782975952188642,-0.011346729864039
RFE,Random Forest,15,"['return_5d', 'return_20d', 'sma_5', 'sma_20', 'sma_60', 'price_to_sma_20', 'price_to_sma_60', 'rsi_14', 'roc_20', 'macd_signal', 'macd_hist', 'volatility_5', 'volatility_20', 'atr_14', 'volume_sma_20']",0.1052955655429522,,
RFE,Random Forest,15,"['return_5d', 'return_20d', 'sma_5', 'sma_20', 'sma_60', 'price_to_sma_20', 'price_to_sma_60', 'rsi_14', 'roc_20', 'macd_signal', 'macd_hist', 'volatility_5', 'volatility_20', 'atr_14', 'volume_sma_20']",0.1052955655429522,,
RFE,Random Forest,15,"['return_5d', 'return_20d', 'sma_5', 'sma_20', 'sma_60', 'price_to_sma_20', 'price_to_sma_60', 'rsi_14', 'roc_20', 'macd_signal', 'macd_hist', 'volatility_5', 'volatility_20', 'atr_14', 'volume_sma_20']",0.1052955655429522,,
RFE,XGBoost,15,"['return_10d', 'return_20d', 'sma_5', 'sma_20', 'sma_60', 'price_to_sma_20', 'price_to_sma_60', 'rsi_14', 'macd', 'macd_signal', 'macd_hist', 'volatility_20', 'atr_14', 'volume_sma_20', 'volume_ratio_20']",0.1053087856622566,0.0778051201935854,-0.0119986950136246
RFE,XGBoost,25,"['return_1d', 'return_5d', 'return_10d', 'return_20d', 'intraday_return', 'high_low_range', 'gap', 'sma_5', 'sma_20', 'sma_60', 'price_to_sma_5', 'price_to_sma_20', 'price_to_sma_60', 'rsi_14', 'roc_10', 'roc_20', 'macd', 'macd_signal', 'macd_hist', 'volatility_5', 'volatility_20', 'atr_14', 'volume_change_1d', 'volume_sma_20', 'volume_ratio_20']",0.1053089428265798,0.077996253958932,-0.0120017156582494
RFE,XGBoost,25,"['return_1d', 'return_5d', 'return_10d', 'return_20d', 'intraday_return', 'high_low_range', 'gap', 'sma_5', 'sma_20', 'sma_60', 'price_to_sma_5', 'price_to_sma_20', 'price_to_sma_60', 'rsi_14', 'roc_10', 'roc_20', 'macd', 'macd_signal', 'macd_hist', 'volatility_5', 'volatility_20', 'atr_14', 'volume_change_1d', 'volume_sma_20', 'volume_ratio_20']",0.1053089428265798,0.077996253958932,-0.0120017156582494
RFE,XGBoost,15,"['return_10d', 'return_20d', 'sma_5', 'sma_20', 'sma_60', 'price_to_sma_20', 'price_to_sma_60', 'rsi_14', 'roc_10', 'macd', 'macd_signal', 'macd_hist', 'volatility_20', 'atr_14', 'volume_sma_20']",0.1053113125452321,0.077724846358811,-0.0120472613879789
RFE,Random Forest,10,"['return_20d', 'sma_5', 'sma_20', 'sma_60', 'price_to_sma_20', 'price_to_sma_60', 'macd_signal', 'volatility_20', 'atr_14', 'volume_sma_20']",0.1053194242404194,,
RFE,Random Forest,10,"['return_20d', 'sma_5', 'sma_20', 'sma_60', 'price_to_sma_20', 'price_to_sma_60', 'macd_signal', 'volatility_20', 'atr_14', 'volume_sma_20']",0.1053194242404194,,
RFE,XGBoost,5,"['sma_5', 'sma_60', 'macd_hist', 'volatility_20', 'atr_14']",0.1053578565722736,0.0787432854218778,-0.0129420401788693
RFE,Random Forest,25,"['return_1d', 'return_5d', 'return_10d', 'return_20d', 'intraday_return', 'high_low_range', 'gap', 'sma_5', 'sma_20', 'sma_60', 'price_to_sma_5', 'price_to_sma_20', 'price_to_sma_60', 'rsi_14', 'roc_10', 'roc_20', 'macd', 'macd_signal', 'macd_hist', 'volatility_5', 'volatility_20', 'atr_14', 'volume_change_1d', 'volume_sma_20', 'volume_ratio_20']",0.105364013531879,,
RFE,Random Forest,25,"['return_1d', 'return_5d', 'return_10d', 'return_20d', 'intraday_return', 'high_low_range', 'gap', 'sma_5', 'sma_20', 'sma_60', 'price_to_sma_5', 'price_to_sma_20', 'price_to_sma_60', 'rsi_14', 'roc_10', 'roc_20', 'macd', 'macd_signal', 'macd_hist', 'volatility_5', 'volatility_20', 'atr_14', 'volume_change_1d', 'volume_sma_20', 'volume_ratio_20']",0.105364013531879,,
RFE,Random Forest,25,"['return_1d', 'return_5d', 'return_10d', 'return_20d', 'intraday_return', 'high_low_range', 'gap', 'sma_5', 'sma_20', 'sma_60', 'price_to_sma_5', 'price_to_sma_20', 'price_to_sma_60', 'rsi_14', 'roc_10', 'roc_20', 'macd', 'macd_signal', 'macd_hist', 'volatility_5', 'volatility_20', 'atr_14', 'volume_change_1d', 'volume_sma_20', 'volume_ratio_20']",0.105364013531879,,
RFE,XGBoost,15,"['return_10d', 'return_20d', 'sma_5', 'sma_20', 'sma_60', 'price_to_sma_20', 'price_to_sma_60', 'rsi_14', 'roc_10', 'macd', 'macd_signal', 'macd_hist', 'volatility_20', 'atr_14', 'volume_sma_20']",0.1053806521470546,0.0777997485828827,-0.0133804145869285
RFE,XGBoost,10,"['sma_5', 'sma_60', 'price_to_sma_20', 'price_to_sma_60', 'macd', 'macd_signal', 'macd_hist', 'volatility_20', 'atr_14', 'volume_sma_20']",0.1053974253325205,0.0783169966861338,-0.0137030349167528
RFE,Random Forest,15,"['return_5d', 'return_20d', 'sma_5', 'sma_20', 'sma_60', 'price_to_sma_20', 'price_to_sma_60', 'rsi_14', 'roc_20', 'macd_signal', 'macd_hist', 'volatility_5', 'volatility_20', 'atr_14', 'volume_sma_20']",0.105413609569459,,
RFE,Random Forest,15,"['return_5d', 'return_20d', 'sma_5', 'sma_20', 'sma_60', 'price_to_sma_20', 'price_to_sma_60', 'rsi_14', 'roc_20', 'macd_signal', 'macd_hist', 'volatility_5', 'volatility_20', 'atr_14', 'volume_sma_20']",0.105413609569459,,
RFE,Random Forest,5,"['sma_5', 'sma_60', 'price_to_sma_20', 'volatility_20', 'volume_sma_20']",0.1054438785077238,,
RFE,XGBoost,20,"['return_5d', 'return_10d', 'return_20d', 'sma_5', 'sma_20', 'sma_60', 'price_to_sma_5', 'price_to_sma_20', 'price_to_sma_60', 'rsi_14', 'roc_10', 'roc_20', 'macd', 'macd_signal', 'macd_hist', 'volatility_5', 'volatility_20', 'atr_14', 'volume_sma_20', 'volume_ratio_20']",0.1054512302469697,0.0789523468064152,-0.0147382808285836
RFE,XGBoost,10,"['sma_5', 'sma_60', 'price_to_sma_20', 'price_to_sma_60', 'macd', 'macd_signal', 'macd_hist', 'volatility_20', 'atr_14', 'volume_sma_20']",0.1054631274077851,0.0784466022448653,-0.0149672622354959
RFE,Random Forest,20,"['return_5d', 'return_10d', 'return_20d', 'gap', 'sma_5', 'sma_20', 'sma_60', 'price_to_sma_5', 'price_to_sma_20', 'price_to_sma_60', 'rsi_14', 'roc_20', 'macd', 'macd_signal', 'macd_hist', 'volatility_5', 'volatility_20', 'atr_14', 'volume_sma_20', 'volume_ratio_20']",0.1054833950172688,,
RFE,Random Forest,20,"['return_5d', 'return_10d', 'return_20d', 'gap', 'sma_5', 'sma_20', 'sma_60', 'price_to_sma_5', 'price_to_sma_20', 'price_to_sma_60', 'rsi_14', 'roc_20', 'macd', 'macd_signal', 'macd_hist', 'volatility_5', 'volatility_20', 'atr_14', 'volume_sma_20', 'volume_ratio_20']",0.1054833950172688,,
RFE,XGBoost,20,"['return_5d', 'return_10d', 'return_20d', 'gap', 'sma_5', 'sma_20', 'sma_60', 'price_to_sma_20', 'price_to_sma_60', 'rsi_14', 'roc_10', 'roc_20', 'macd', 'macd_signal', 'macd_hist', 'volatility_5', 'volatility_20', 'atr_14', 'volume_sma_20', 'volume_ratio_20']",0.1054846363604241,0.0789011425291754,-0.0153813047447295
RFE,XGBoost,5,"['sma_5', 'sma_60', 'price_to_sma_60', 'volatility_20', 'atr_14']",0.105509788314775,0.0779014996754537,-0.0158655813156018
RFE,XGBoost,10,"['sma_5', 'sma_20', 'sma_60', 'price_to_sma_60', 'rsi_14', 'macd', 'macd_hist', 'volatility_20', 'atr_14', 'volume_sma_20']",0.1055201443416087,0.0784675769261772,-0.0160650101588377
RFE,XGBoost,25,"['return_1d', 'return_5d', 'return_10d', 'return_20d', 'intraday_return', 'high_low_range', 'gap', 'sma_5', 'sma_20', 'sma_60', 'price_to_sma_5', 'price_to_sma_20', 'price_to_sma_60', 'rsi_14', 'roc_10', 'roc_20', 'macd', 'macd_signal', 'macd_hist', 'volatility_5', 'volatility_20', 'atr_14', 'volume_change_1d', 'volume_sma_20', 'volume_ratio_20']",0.1055338147389146,0.0787655659333941,-0.0163282947137817
RFE,XGBoost,25,"['return_1d', 'return_5d', 'return_10d', 'return_20d', 'intraday_return', 'high_low_range', 'gap', 'sma_5', 'sma_20', 'sma_60', 'price_to_sma_5', 'price_to_sma_20', 'price_to_sma_60', 'rsi_14', 'roc_10', 'roc_20', 'macd', 'macd_signal', 'macd_hist', 'volatility_5', 'volatility_20', 'atr_14', 'volume_change_1d', 'volume_sma_20', 'volume_ratio_20']",0.1055338147389146,0.0787655659333941,-0.0163282947137817
RFE,Random Forest,5,"['sma_5', 'sma_60', 'volatility_20', 'atr_14', 'volume_sma_20']",0.1055355466338239,,
RFE,Random Forest,5,"['sma_5', 'sma_60', 'volatility_20', 'atr_14', 'volume_sma_20']",0.1055355466338239,,
RFE,Random Forest,5,"['sma_5', 'sma_60', 'volatility_20', 'atr_14', 'volume_sma_20']",0.1055355466338239,,
RFE,XGBoost,25,"['return_1d', 'return_5d', 'return_10d', 'return_20d', 'intraday_return', 'high_low_range', 'gap', 'sma_5', 'sma_20', 'sma_60', 'price_to_sma_5', 'price_to_sma_20', 'price_to_sma_60', 'rsi_14', 'roc_10', 'roc_20', 'macd', 'macd_signal', 'macd_hist', 'volatility_5', 'volatility_20', 'atr_14', 'volume_change_1d', 'volume_sma_20', 'volume_ratio_20']",0.1055669813175186,0.0785830548973455,-0.0169672070692081
RFE,XGBoost,25,"['return_1d', 'return_5d', 'return_10d', 'return_20d', 'intraday_return', 'high_low_range', 'gap', 'sma_5', 'sma_20', 'sma_60', 'price_to_sma_5', 'price_to_sma_20', 'price_to_sma_60', 'rsi_14', 'roc_10', 'roc_20', 'macd', 'macd_signal', 'macd_hist', 'volatility_5', 'volatility_20', 'atr_14', 'volume_change_1d', 'volume_sma_20', 'volume_ratio_20']",0.1055669813175186,0.0785830548973455,-0.0169672070692081
RFE,Random Forest,10,"['return_20d', 'sma_5', 'sma_20', 'sma_60', 'price_to_sma_20', 'roc_20', 'macd_signal', 'volatility_20', 'atr_14', 'volume_sma_20']",0.1055717776763568,,
RFE,Random Forest,10,"['return_20d', 'sma_5', 'sma_20', 'sma_60', 'price_to_sma_20', 'roc_20', 'macd_signal', 'volatility_20', 'atr_14', 'volume_sma_20']",0.1055717776763568,,
RFE,Random Forest,10,"['return_20d', 'sma_5', 'sma_20', 'sma_60', 'price_to_sma_20', 'roc_20', 'macd_signal', 'volatility_20', 'atr_14', 'volume_sma_20']",0.1055717776763568,,
RFE,Random Forest,10,"['return_20d', 'sma_5', 'sma_20', 'sma_60', 'price_to_sma_20', 'roc_20', 'macd_signal', 'volatility_20', 'atr_14', 'volume_sma_20']",0.1055717776763568,,
RFE,Random Forest,10,"['return_20d', 'sma_5', 'sma_20', 'sma_60', 'price_to_sma_20', 'roc_20', 'macd_signal', 'volatility_20', 'atr_14', 'volume_sma_20']",0.1055717776763568,,
RFE,Random Forest,10,"['return_20d', 'sma_5', 'sma_20', 'sma_60', 'price_to_sma_20', 'roc_20', 'macd_signal', 'volatility_20', 'atr_14', 'volume_sma_20']",0.1055717776763568,,
RFE,XGBoost,15,"['return_10d', 'return_20d', 'sma_5', 'sma_20', 'sma_60', 'price_to_sma_20', 'price_to_sma_60', 'rsi_14', 'roc_10', 'macd', 'macd_signal', 'macd_hist', 'volatility_20', 'atr_14', 'volume_sma_20']",0.1055729293605691,0.0780867164505224,-0.0170818098562517
RFE,XGBoost,15,"['return_10d', 'return_20d', 'sma_5', 'sma_20', 'sma_60', 'price_to_sma_20', 'price_to_sma_60', 'rsi_14', 'macd', 'macd_signal', 'macd_hist', 'volatility_20', 'atr_14', 'volume_sma_20', 'volume_ratio_20']",0.1055759785558663,0.0777749908582177,-0.0171405621495992
RFE,Random Forest,20,"['return_5d', 'return_10d', 'return_20d', 'gap', 'sma_5', 'sma_20', 'sma_60', 'price_to_sma_20', 'price_to_sma_60', 'rsi_14', 'roc_10', 'roc_20', 'macd', 'macd_signal', 'macd_hist', 'volatility_5', 'volatility_20', 'atr_14', 'volume_sma_20', 'volume_ratio_20']",0.1056066916465881,,
RFE,XGBoost,10,"['sma_5', 'sma_20', 'sma_60', 'price_to_sma_60', 'rsi_14', 'macd', 'macd_hist', 'volatility_20', 'atr_14', 'volume_sma_20']",0.1056111760484116,0.0805235983400469,-0.0178188748789835
RFE,Random Forest,25,"['return_1d', 'return_5d', 'return_10d', 'return_20d', 'intraday_return', 'high_low_range', 'gap', 'sma_5', 'sma_20', 'sma_60', 'price_to_sma_5', 'price_to_sma_20', 'price_to_sma_60', 'rsi_14', 'roc_10', 'roc_20', 'macd', 'macd_signal', 'macd_hist', 'volatility_5', 'volatility_20', 'atr_14', 'volume_change_1d', 'volume_sma_20', 'volume_ratio_20']",0.1056116859120463,,
RFE,Random Forest,25,"['return_1d', 'return_5d', 'return_10d', 'return_20d', 'intraday_return', 'high_low_range', 'gap', 'sma_5', 'sma_20', 'sma_60', 'price_to_sma_5', 'price_to_sma_20', 'price_to_sma_60', 'rsi_14', 'roc_10', 'roc_20', 'macd', 'macd_signal', 'macd_hist', 'volatility_5', 'volatility_20', 'atr_14', 'volume_change_1d', 'volume_sma_20', 'volume_ratio_20']",0.1056116859120463,,
RFE,Random Forest,25,"['return_1d', 'return_5d', 'return_10d', 'return_20d', 'intraday_return', 'high_low_range', 'gap', 'sma_5', 'sma_20', 'sma_60', 'price_to_sma_5', 'price_to_sma_20', 'price_to_sma_60', 'rsi_14', 'roc_10', 'roc_20', 'macd', 'macd_signal', 'macd_hist', 'volatility_5', 'volatility_20', 'atr_14', 'volume_change_1d', 'volume_sma_20', 'volume_ratio_20']",0.1056116859120463,,
RFE,XGBoost,25,"['return_1d', 'return_5d', 'return_10d', 'return_20d', 'intraday_return', 'high_low_range', 'gap', 'sma_5', 'sma_20', 'sma_60', 'price_to_sma_5', 'price_to_sma_20', 'price_to_sma_60', 'rsi_14', 'roc_10', 'roc_20', 'macd', 'macd_signal', 'macd_hist', 'volatility_5', 'volatility_20', 'atr_14', 'volume_change_1d', 'volume_sma_20', 'volume_ratio_20']",0.1056311871732226,0.079169290692444,-0.0182046225040075
RFE,XGBoost,25,"['return_1d', 'return_5d', 'return_10d', 'return_20d', 'intraday_return', 'high_low_range', 'gap', 'sma_5', 'sma_20', 'sma_60', 'price_to_sma_5', 'price_to_sma_20', 'price_to_sma_60', 'rsi_14', 'roc_10', 'roc_20', 'macd', 'macd_signal', 'macd_hist', 'volatility_5', 'volatility_20', 'atr_14', 'volume_change_1d', 'volume_sma_20', 'volume_ratio_20']",0.1056311871732226,0.079169290692444,-0.0182046225040075
RFE,XGBoost,10,"['sma_5', 'sma_20', 'sma_60', 'price_to_sma_60', 'rsi_14', 'macd', 'macd_hist', 'volatility_20', 'atr_14', 'volume_sma_20']",0.1056492541627607,0.0781719496498355,-0.0185529564753801
RFE,XGBoost,15,"['return_10d', 'return_20d', 'sma_5', 'sma_20', 'sma_60', 'price_to_sma_20', 'price_to_sma_60', 'rsi_14', 'macd', 'macd_signal', 'macd_hist', 'volatility_20', 'atr_14', 'volume_sma_20', 'volume_ratio_20']",0.1056575105924375,0.0783774849823251,-0.0187121613751592
RFE,Random Forest,20,"['return_5d', 'return_10d', 'return_20d', 'gap', 'sma_5', 'sma_20', 'sma_60', 'price_to_sma_5', 'price_to_sma_20', 'price_to_sma_60', 'rsi_14', 'roc_10', 'roc_20', 'macd', 'macd_signal', 'macd_hist', 'volatility_5', 'volatility_20', 'atr_14', 'volume_sma_20']",0.1056631839651443,,
RFE,Random Forest,20,"['return_5d', 'return_10d', 'return_20d', 'gap', 'sma_5', 'sma_20', 'sma_60', 'price_to_sma_5', 'price_to_sma_20', 'price_to_sma_60', 'rsi_14', 'roc_10', 'roc_20', 'macd', 'macd_signal', 'macd_hist', 'volatility_5', 'volatility_20', 'atr_14', 'volume_sma_20']",0.1056631839651443,,
RFE,Random Forest,20,"['return_5d', 'return_10d', 'return_20d', 'gap', 'sma_5', 'sma_20', 'sma_60', 'price_to_sma_5', 'price_to_sma_20', 'price_to_sma_60', 'rsi_14', 'roc_10', 'roc_20', 'macd', 'macd_signal', 'macd_hist', 'volatility_5', 'volatility_20', 'atr_14', 'volume_sma_20']",0.1056631839651443,,
RFE,Random Forest,5,"['sma_5', 'sma_60', 'price_to_sma_20', 'volatility_20', 'volume_sma_20']",0.1056642189830804,,
RFE,Random Forest,5,"['sma_5', 'sma_60', 'price_to_sma_20', 'volatility_20', 'volume_sma_20']",0.1056642189830804,,
RFE,Random Forest,5,"['sma_5', 'sma_60', 'price_to_sma_20', 'volatility_20', 'volume_sma_20']",0.1056642189830804,,
RFE,XGBoost,25,"['return_1d', 'return_5d', 'return_10d', 'return_20d', 'intraday_return', 'high_low_range', 'gap', 'sma_5', 'sma_20', 'sma_60', 'price_to_sma_5', 'price_to_sma_20', 'price_to_sma_60', 'rsi_14', 'roc_10', 'roc_20', 'macd', 'macd_signal', 'macd_hist', 'volatility_5', 'volatility_20', 'atr_14', 'volume_change_1d', 'volume_sma_20', 'volume_ratio_20']",0.1056835405268121,0.0793767017745733,-0.019214165954726
RFE,XGBoost,25,"['return_1d', 'return_5d', 'return_10d', 'return_20d', 'intraday_return', 'high_low_range', 'gap', 'sma_5', 'sma_20', 'sma_60', 'price_to_sma_5', 'price_to_sma_20', 'price_to_sma_60', 'rsi_14', 'roc_10', 'roc_20', 'macd', 'macd_signal', 'macd_hist', 'volatility_5', 'volatility_20', 'atr_14', 'volume_change_1d', 'volume_sma_20', 'volume_ratio_20']",0.1056835405268121,0.0793767017745733,-0.019214165954726
