date,ret_open30,ret_mid,ret_late,ret_auction,ret_intraday,rv_intraday,range_pct,close_loc,vwap_dev,up_bar_ratio,vshare_open30,vshare_late,vshare_auction,vol_ret_corr,bm_ret_1d,bm_ret_20d,bm_gap
2025-09-01,-0.12072608528620822,0.23645225582459675,0.10214590805063146,-0.0669745651344571,0.07506303297180995,-0.1723450743611856,-0.047348075597695445,0.13062479004641744,0.17964416917949158,0.16562112872796497,-0.031885519469441966,0.1379624961381126,0.18588681606356908,0.07423947755987544,,,
2025-09-02,0.1344218997364658,-0.18742045155488185,0.026969216647031405,-0.1793346625560751,-0.023338455628121396,-0.4665178036831758,-0.2871617566675647,-0.017568744899913388,-0.12096328846916313,-0.256321426100874,-0.023385915634967225,-0.023481956356260728,0.276165094079459,-0.05445508897341445,-0.03663953517347021,,-0.0017803475890271554
2025-09-03,-0.13585007011759048,0.2680209396217057,-0.3593192739820241,0.16483054895465762,-0.010517469111213295,-0.15852662993930308,-0.04432598589335861,0.04406324087575185,-0.025884838999480273,-0.17305637494646842,-0.08514623292407889,0.13557124396202747,0.03846707984894934,-0.007731835025818781,-0.13392256839987418,,-0.27756692580403264
2025-09-04,0.15473646407600172,0.10473240657056164,-0.0908130436883436,0.0754977648120667,0.1794650154750608,0.25618247298919566,0.1563985594237695,0.07177717053217321,0.09330132052821127,0.0714991264805552,-0.37613445378151256,0.1417046818727491,0.2595438175270108,-0.13248499399759903,-0.15026653289308678,,-0.4358703481392556
2025-09-05,-0.4620999305036748,-0.25693360614151195,0.14327396343735435,-0.025897405124818664,-0.5107925761994793,0.15736272183939962,0.19164925934117905,-0.4514719305979303,-0.17781939547491507,-0.2933752115956215,0.10357991791503963,-0.2447597782164845,-0.09311147929404816,0.443804173097263,-0.4543206320789013,,0.22062672646992637
2025-09-08,0.04240503309191295,0.10746956712742639,0.08037473903767886,-0.08178529809349791,0.12350836758344087,-0.029531812725090034,-0.04768307322929172,0.043032443035263,-0.0912845138055222,0.21798109823822964,0.029051620648259304,0.06036014405762304,0.1221128451380552,0.04364945978391356,0.1900120048019208,,0.03563017125493375
2025-09-09,-0.05485110628874834,0.11049219687875149,-0.23267800094821106,0.062285879469418375,0.07486194477791117,-0.03135654261704682,0.02737160556864747,0.21874250392063233,0.005330132052821128,0.20438125121864129,-0.10127250900360144,0.03202881152460984,0.29795918367346935,-0.12864345738295319,0.07923359506713741,,0.02021657183228173
2025-09-10,0.03567912796053522,-0.26752142916304394,0.2336822812125898,0.1311338277522003,-0.03491080219018721,-0.26367980031130395,-0.23198636228444902,-0.005908348789920904,-0.04821244208933695,-0.08952780450527763,-0.2206055368111693,0.15486566308576857,0.24038992539763027,-0.21911690563112002,-0.2076930464848252,,-0.2273514480177653
2025-09-11,-0.026089465243480995,-0.017337015292913236,0.011108448211385274,0.0525822644779016,0.04437507515416019,0.1246218129937872,0.10060990297571644,0.005371171712710158,0.0997454742150659,0.012942050908042515,0.11482495370641434,0.07342842083526034,-0.06555251434933315,0.11664985886778771,0.11136723866381215,,0.25251530861534016
2025-09-12,-0.2793824582427912,-0.203399788341609,-0.08742790331814498,-0.369327781571833,-0.3402569344883387,-0.1626449615105421,-0.015534959661928546,-0.27864758557125774,-0.19894835415948503,-0.08063222618106669,-0.13397680620443236,0.21200989225540104,0.2862973901759232,-0.34565055593530614,-0.15226110492797934,,0.19087657228435773
2025-09-15,-0.21008403361344538,-0.23731662231623823,-0.19913398804870147,0.02415136726077654,-0.32005570371058845,-0.012436974789915966,0.16062424969987996,-0.2246392471054963,-0.09042016806722687,-0.08081920904609648,0.1655222088835534,-0.02914765906362545,-0.3362785114045618,0.14641056422569024,-0.19195120868445759,,0.08040372902565046
2025-09-16,-0.14061712191636655,-0.07775243182465759,-0.24920069712136508,-0.18209836693843434,-0.211550007527867,-0.3141313505652164,-0.22192340176759895,-0.34583188809180465,-0.3759875162169514,-0.22909751958776878,-0.26125585492658265,0.2546284086067539,0.23873214243383134,-0.1869612211818357,-0.201994765309173,,-0.21184100068693737
2025-09-17,0.28515833558022047,0.24007107636067138,-0.03264169616809477,-0.08095845846159049,0.3430753345049216,-0.008019977946035631,-0.013014455229794346,0.09682997129324725,0.08015175564032018,0.27468589125653525,-0.09215771064935555,0.07217980151432067,0.11031071462301704,0.161888297341833,0.1226077563512673,,-0.13933048364631861
2025-09-18,0.043862604149074,-0.03034094205379648,-0.29278013886323445,0.16423512056236061,-0.06584065726954999,0.0011044417767106843,-0.10127250900360144,-0.09274889500396268,-0.07735894357743096,0.051057227113143054,0.3178391356542617,-0.13219687875150057,0.09656662665066026,0.03654261704681872,-0.12408461191120188,,-0.232946769497384
2025-09-19,-0.23707082833133256,-0.07506123071648917,0.03413677962971921,0.0871889228383806,-0.09954381752701079,-0.05911164465786314,0.043169267707082834,-0.025526949211288896,0.09781512605042017,0.019844355987951222,0.03289315726290516,0.11558223289315725,-0.13133253301320527,0.16283313325330132,-0.19723382888843316,,-0.19598520956749346
2025-09-22,0.19433373349339736,-0.2896588154211957,0.155686481773705,-0.01636220694976712,0.1634093637454982,-0.2615606242496999,-0.3528931572629051,0.007348173866512543,-0.07783913565426169,0.06038531925519028,0.07428571428571429,0.052100840336134456,0.21334933973589434,-0.17176470588235296,-0.025258709700190476,,-0.3595339490979625
2025-09-23,-0.14978629469272534,0.27529411764705874,0.09878524204591356,-0.009102816697145456,0.07092436974789915,-0.22948379351740697,-0.2848019207683073,0.12113061928895882,0.1011764705882353,-0.10098787099510549,0.08062424969987995,-0.15361344537815122,0.1837695078031212,-0.1264345738295318,-0.04682322453523796,,-0.15814243937901398
2025-09-24,-0.13325650079473111,-0.21666786723813578,0.11654340035481704,0.24213100205046623,-0.13700208892517762,-0.01882398137352598,0.14209224715373311,-0.026250060798351516,-0.04091334727103096,-0.09622348617839602,-0.0473000552370487,0.01675910586571573,0.11385627509344413,-0.2050469399616223,-0.16461379629705883,,-0.06782103475025453
2025-09-25,0.03664745542759631,-0.235443828251015,0.02582105528191555,0.03029678675565188,-0.17368964445929458,-0.3758463385354141,-0.1594717887154862,-0.11296287610601986,-0.020792316926770707,-0.07155196214947308,-0.1594717887154862,0.2843217286914766,0.2669387755102041,-0.31102040816326526,-0.0575750300120048,,-0.027143889752712827
2025-09-26,-0.014069627851140454,-0.11716967997806989,-0.24823447495976494,-0.11589491984894397,-0.07294117647058823,0.26713085234093636,0.24504201680672266,-0.14226705501512488,-0.22391356542617047,0.07088711390826685,0.27529411764705874,-0.04998799519807923,-0.30929171668667466,0.2281392557022809,-0.022328931572629048,,-0.08591461404465714
2025-09-29,-0.14956999134982749,-0.00822313698764884,-0.11500459541290084,-0.04308423324748649,-0.15209143805446013,0.03270422144461236,-0.2544782223715138,0.05021142118542491,0.0980166166937648,0.0068752385199801975,-0.09599961625224687,-0.11655381122771542,0.1268309087154497,-0.057868703143550505,-0.2809460926967935,-0.21385007062093814,-0.3351904327361798
2025-09-30,0.004853435988242518,0.32578254131896045,-0.16303465004971637,0.1808288769628597,0.17080671996422636,0.016094164720635042,-0.007350469260469137,0.23304097248586064,0.23468655122478263,0.18092066361968007,-0.04799424046541613,0.08066299273416785,0.026471297794238527,0.11217873021696363,0.2385356610601148,0.19529187937128786,0.04032684450853159
2025-10-01,0.24248246961354555,0.0582188496774202,-0.0418123318007425,-0.10566297365712447,0.13248438633252102,-0.19620557722376267,-0.07449567938165383,0.03792937785251021,-0.049375601808085194,-0.03077397879143668,-0.004178674472085031,0.0009606148211689727,0.041690683238733414,-0.13650336608811103,-0.023729465132545858,0.0998559106605147,-0.11712536665646792
