ret_open30,ret_mid,ret_late,ret_auction,ret_intraday,rv_intraday,range_pct,close_loc,vwap_dev,up_bar_ratio,vshare_open30,vshare_late,vshare_auction,vol_ret_corr,_open,_close,code,date,fwd_ret_1,fwd_ret_5,bm_ret_1d,bm_ret_20d,bm_gap
-0.0018248175182481452,-0.025594149908592323,0.0,0.0,-0.027372262773722622,0.01691713388728794,0.0450281425891182,0.125,-0.009695097796461938,0.15384615384615385,0.09429775904149101,0.19534319163653924,0.03076260457588849,0.3700820229759138,548000,533000,000150,2025-09-01,-0.012987012987012991,0.10575139146567714,,,
0.0,-0.014842300556586308,0.0,0.0018832391713747842,-0.012987012987012991,0.014401311778304672,0.03759398496240601,0.2,-0.004068006816885461,0.3076923076923077,0.1594547248454584,0.22707045486579547,0.04750015101786038,0.28892911001849364,539000,532000,000150,2025-09-02,0.0018761726078799779,0.14071294559099434,-0.0018761726078799779,,0.011257035647279645
0.009380863039399667,-0.01115241635687736,0.001879699248120259,0.0018761726078799779,0.0018761726078799779,0.01698554944289829,0.020599250936329586,0.2727272727272727,-0.002871160140073936,0.34615384615384615,0.23161608071030523,0.1393854701000358,0.036026517152644044,0.483849538749331,533000,534000,000150,2025-09-03,-0.007407407407407418,0.19259259259259265,0.003759398496240518,,0.001879699248120259
-0.0092592592592593,0.01495327102803734,-0.012891344383057057,0.0,-0.007407407407407418,0.022161232965156378,0.029850746268656716,0.375,-0.003199889068526973,0.38461538461538464,0.10165420306445105,0.18062058417857513,0.04674554547416422,0.21380848344661135,540000,536000,000150,2025-09-04,0.0565693430656935,0.13686131386861322,0.0037453183520599342,,0.011235955056179803
0.03649635036496357,0.022887323943661997,-0.005163511187607606,0.0017301038062282892,0.0565693430656935,0.02530631585740924,0.07081174438687392,0.8780487804878049,0.011677522647288496,0.5384615384615384,0.24424571901248185,0.15902104175840456,0.02588551933594795,0.2852043363492224,548000,579000,000150,2025-09-05,-0.00666666666666671,0.020000000000000018,0.08022388059701502,,0.02238805970149249
-0.010000000000000009,0.0033670033670034627,0.0,0.0,-0.00666666666666671,0.02389790400674604,0.03523489932885906,0.38095238095238093,-0.0021418509094736082,0.34615384615384615,0.3231475509352354,0.1363205220624502,0.02367492506734454,0.856965215520888,600000,596000,000150,2025-09-08,0.018425460636515956,0.03350083752093802,0.029360967184801412,,0.03626943005181338
-0.00335008375209378,0.0235294117647058,-0.0016420361247947435,0.0,0.018425460636515956,0.026425365263958243,0.04276315789473684,0.7307692307692307,0.0009125942165648659,0.46153846153846156,0.07364077449780075,0.1834066415755982,0.0374476639610635,0.46971832532718666,597000,608000,000150,2025-09-09,0.028753993610223683,0.02076677316293929,0.020134228187919545,,0.001677852348993314
0.019169329073482455,0.012539184952978122,-0.006191950464396245,0.0031152647975076775,0.028753993610223683,0.030559671656464595,0.04192546583850932,0.8518518518518519,0.007023121237444752,0.38461538461538464,0.23464741996212482,0.1173907457166958,0.017105285209123564,0.8697596612056266,626000,644000,000150,2025-09-10,-0.043010752688172005,-0.056835637480798784,0.05921052631578938,,0.02960526315789469
-0.02611367127496156,-0.02208201892744477,0.004838709677419395,0.0,-0.043010752688172005,0.02064573351894893,0.06581059390048154,0.12195121951219512,-0.007508657144660313,0.38461538461538464,0.200038108350646,0.1804676263414754,0.12776746530296137,0.3853967574837745,651000,623000,000150,2025-09-11,-0.017656500802568198,-0.043338683788122,-0.03260869565217395,,0.010869565217391353
0.0016051364365972098,-0.017628205128205177,-0.0016313213703099683,0.0,-0.017656500802568198,0.02194066056678441,0.03431372549019608,0.19047619047619047,-0.006018615294081209,0.2692307692307692,0.16892638460476037,0.15025781501772478,0.057674600616914505,0.4259693755143201,623000,612000,000150,2025-09-12,-0.004838709677419395,-0.03870967741935483,-0.017656500802568198,,0.0
0.006451612903225712,-0.011217948717948678,-0.004862236628849326,0.004885993485342022,-0.004838709677419395,0.022405090994250546,0.03403565640194489,0.47619047619047616,0.0008441197793873645,0.5384615384615384,0.18014109554239707,0.1527916202536593,0.04456625823220183,0.5785323233374127,620000,617000,000150,2025-09-15,0.030645161290322687,-0.030645161290322576,0.008169934640522847,,0.013071895424836555
0.02741935483870961,-0.0015698587127158659,0.0062893081761006275,-0.0015625000000000222,0.030645161290322687,0.03180318456576404,0.048513302034428794,0.8387096774193549,0.010302928670421041,0.5384615384615384,0.23155771178411577,0.19595543794308865,0.03846091018981345,0.7399267107892847,620000,639000,000150,2025-09-16,-0.022292993630573243,-0.060509554140127375,0.03565640194489461,,0.004862236628849326
-0.014331210191082855,0.003231017770597644,-0.009661835748792313,-0.001626016260162566,-0.022292993630573243,0.019226801240110857,0.030944625407166124,0.10526315789473684,-0.010772524289960672,0.3076923076923077,0.2077449503332397,0.19321518858047548,0.046398202293097726,0.4711989776955592,628000,614000,000150,2025-09-17,-0.03870967741935483,-0.07096774193548383,-0.03912363067292646,,-0.017214397496087663
-0.014516129032258074,-0.026186579378068786,0.001680672268907557,0.0,-0.03870967741935483,0.026561956925413154,0.06208053691275168,0.16216216216216217,-0.008506033382168487,0.38461538461538464,0.09895321799424144,0.15202263130944285,0.046975077018643965,0.7339075173445794,620000,596000,000150,2025-09-18,-0.01650165016501648,-0.06105610561056107,-0.02931596091205213,,0.009771986970684043
0.004950495049504955,-0.021346469622331665,0.0,0.0,-0.01650165016501648,0.01882504846768424,0.03859060402684564,0.08695652173913043,-0.005268399232095433,0.38461538461538464,0.1266013659125037,0.09546936749580613,0.38036956289543294,0.2849952471266907,606000,596000,000150,2025-09-19,-0.011513157894736836,-0.09375,0.0,,0.016778523489932917
-0.02960526315789469,0.01016949152542379,0.006711409395973256,0.0016666666666667052,-0.011513157894736836,0.022503848103951493,0.03494176372712146,0.5714285714285714,0.004856148988974018,0.5384615384615384,0.3128704425455562,0.1257335313929375,0.03598899886753048,0.7645681549411962,608000,601000,000150,2025-09-22,-0.024793388429752095,-0.12066115702479341,0.008389261744966348,,0.020134228187919545
0.0016528925619834212,-0.02640264026402639,0.0016949152542373724,-0.0016920473773265332,-0.024793388429752095,0.015855278133768334,0.04745762711864407,0.10714285714285714,-0.012559390684137584,0.38461538461538464,0.24659594275250382,0.15888328508148256,0.04121696964736934,0.58722401844978,605000,590000,000150,2025-09-23,-0.017064846416382284,-0.07679180887372017,-0.01830282861896837,,0.006655574043261225
-0.029010238907849817,0.0017574692442883233,0.01403508771929829,-0.0034602076124568004,-0.017064846416382284,0.01811063171683023,0.043402777777777776,0.6,0.012724221023803661,0.38461538461538464,0.14772887550668734,0.1663467611869822,0.027423973900618757,0.4354347038542305,586000,576000,000150,2025-09-24,-0.018965517241379293,-0.03103448275862064,-0.023728813559321993,,-0.006779661016949157
-0.008620689655172376,-0.01043478260869568,-0.0017574692442882123,0.0017605633802817433,-0.018965517241379293,0.01785406532622992,0.026362038664323375,0.13333333333333333,-0.005285907749832175,0.23076923076923078,0.1409425560992814,0.17970873929080516,0.055753942012373436,0.5008247507124095,580000,569000,000150,2025-09-25,-0.024778761061946875,0.053097345132743445,-0.01215277777777779,,0.00694444444444442
-0.0212389380530974,-0.012658227848101222,0.0073260073260073,0.0018181818181817189,-0.024778761061946875,0.028331436046484002,0.047186932849364795,0.38461538461538464,0.0014895309844005222,0.3076923076923077,0.09918813692398598,0.17281432375772,0.04188015508770226,0.5320077597891425,565000,551000,000150,2025-09-26,-0.04144144144144146,0.072072072072072,-0.03163444639718804,,-0.007029876977152849
-0.03423423423423422,-0.009328358208955279,0.0018832391713747842,0.0,-0.04144144144144146,0.023777134846438324,0.06578947368421052,0.2857142857142857,-0.000723074705004878,0.3076923076923077,0.10739382478622671,0.14103758646171358,0.020741631515897023,0.27289562877963874,555000,532000,000150,2025-09-29,0.0037105751391466324,0.09461966604823746,-0.03448275862068961,-0.0018761726078799779,0.007259528130671544
-0.011131725417439675,0.015947467166979257,0.004616805170821747,-0.005514705882352922,0.0037105751391466324,0.022003342768946783,0.029574861367837338,0.6875,0.0049080066082412,0.5,0.16324395148449086,0.18045913214379952,0.08072573087176874,0.7421988458105345,539000,541000,000150,2025-09-30,0.021818181818181737,0.056363636363636394,0.016917293233082775,0.016917293233082775,0.013157894736842035
0.018181818181818077,0.0071428571428571175,-0.0017730496453900457,-0.001776198934280604,0.021818181818181737,0.025502355105572055,0.04092526690391459,0.6086956521739131,-0.003454913053445363,0.34615384615384615,0.1791276150925149,0.13305505383072833,0.01508967047345441,0.6975543612451233,550000,562000,000150,2025-10-01,0.02586206896551735,0.03275862068965507,0.038817005545286554,0.05243445692883886,0.01663585951940849
-0.005172413793103403,0.03119584055459268,0.010084033613445342,-0.009983361064891838,0.02586206896551735,0.036881358484223116,0.06722689075630252,0.8,0.015565169684131686,0.6153846153846154,0.12319481032100842,0.15275572984151228,0.09171178747028892,0.5990853446091425,580000,595000,000150,2025-10-02,-0.021381578947368474,-0.003289473684210509,0.0587188612099645,0.1100746268656716,0.03202846975088969
-0.041118421052631526,0.012006861063464935,0.006779661016949046,0.0016835016835017313,-0.021381578947368474,0.019395489854187566,0.058823529411764705,0.5428571428571428,0.01669325396367749,0.38461538461538464,0.22586466803966113,0.14916806443165814,0.03184780993227032,0.21113744633095116,608000,595000,000150,2025-10-10,0.01724137931034475,0.2017241379310344,0.0,0.02763385146804831,0.02184873949579824
-0.0017241379310344307,0.008635578583765069,0.006849315068493178,0.00340136054421758,0.01724137931034475,0.027163276158083914,0.03559322033898305,0.8571428571428571,0.009460684163928423,0.38461538461538464,0.29212353428715065,0.12998817918721722,0.029552031956955938,0.5243210873948048,580000,590000,000150,2025-10-13,-0.04754098360655734,0.18360655737704912,-0.008403361344537785,-0.010067114093959773,-0.025210084033613467
0.016393442622950838,-0.05967741935483872,-0.0034305317324184736,0.0,-0.04754098360655734,0.039336088701562154,0.09982788296041308,0.2413793103448276,-0.029237382920814348,0.38461538461538464,0.18359504629072984,0.1627942767824937,0.018761572682457615,0.4990602467140428,610000,581000,000150,2025-10-14,0.01697792869269943,0.27164685908319175,-0.015254237288135575,-0.044407894736842146,0.03389830508474567
0.00679117147707986,-0.01180438448566612,0.020477815699658786,0.0016722408026756952,0.01697792869269943,0.023426386143287726,0.0333889816360601,0.95,0.015051025231321402,0.5,0.16954931804704487,0.294458720432233,0.05021578704618831,0.5132701974412243,589000,599000,000150,2025-10-15,0.008319467554076532,0.3161397670549084,0.030981067125645412,-0.06987577639751552,0.013769363166953541
0.009983361064891838,-0.0032948929159802853,-0.0033057851239669533,0.004975124378109541,0.008319467554076532,0.0233919547585057,0.0429042904290429,0.5384615384615384,-0.0019226104864875637,0.3076923076923077,0.14181605297157623,0.11443192829457365,0.03374313630490956,0.27818291047026594,601000,606000,000150,2025-10-16,0.16166666666666663,0.30333333333333323,0.011686143572620988,-0.027287319422150902,0.0033388981636059967
0.008333333333333304,0.1702479338842975,-0.019774011299435013,0.004322766570605152,0.16166666666666663,0.09551884532102668,0.17790530846484937,0.7983870967741935,0.019449484843355958,0.6153846153846154,0.030332090426440163,0.1495121689718023,0.01645561075174027,0.7027909881354206,600000,697000,000150,2025-10-17,-0.004137931034482789,0.10482758620689658,0.15016501650165015,0.13888888888888884,-0.00990099009900991
-0.0579310344827586,0.05856515373352855,-0.004149377593360981,0.002777777777777768,-0.004137931034482789,0.04313881226657569,0.06509695290858726,0.851063829787234,0.015871061634122885,0.46153846153846156,0.2926062659167765,0.10790903506313033,0.02388038337438644,0.6727093746169984,725000,722000,000150,2025-10-20,0.030261348005502064,0.20220082530949113,0.03586800573888094,0.1701782820097244,0.04017216642754673
0.08390646492434661,-0.053299492385786795,0.0013404825737264314,0.0026773761713521083,0.030261348005502064,0.061105462112948115,0.09879839786381843,0.4189189189189189,-0.014456573239572945,0.34615384615384615,0.24069737615119194,0.10485879539605968,0.020756621680885042,0.76527372805885,727000,749000,000150,2025-10-21,0.06891891891891899,0.18243243243243246,0.037396121883656486,0.1721439749608764,0.006925207756232732
0.013513513513513598,0.05333333333333323,-0.0025316455696202667,0.0038071065989848663,0.06891891891891899,0.05181465093894342,0.07458912768647281,0.9491525423728814,0.02197684937812605,0.5384615384615384,0.19829065084391428,0.1134688105266394,0.02142835183078673,0.7087228211531488,740000,791000,000150,2025-10-22,-0.0025510204081632404,0.25127551020408156,0.05607476635514019,0.28827361563517906,-0.012016021361815787
0.011479591836734748,-0.015132408575031508,0.0,0.001280409731113874,-0.0025510204081632404,0.027645854929733902,0.034526854219948847,0.3333333333333333,-0.0036833951926026343,0.4230769230769231,0.22127038786778738,0.13503702258674652,0.022103290048430462,0.6656535847139039,784000,782000,000150,2025-10-23,0.015209125475285079,0.2040557667934093,-0.011378002528445008,0.3120805369127517,-0.008849557522123908
-0.008871989860583018,0.028132992327365658,-0.003731343283582045,0.0,0.015209125475285079,0.02948196302211677,0.04744069912609238,0.7631578947368421,0.005169898546907303,0.3076923076923077,0.12962515680148348,0.17466711337234217,0.019782308896974608,0.771600012648494,789000,801000,000150,2025-10-24,0.049219687875150075,0.13925570228091244,0.024296675191815886,0.34395973154362425,0.008951406649616356
0.014405762304922076,0.03313609467455625,0.001145475372279492,0.0,0.049219687875150075,0.041520073107974315,0.06864988558352403,0.9,0.017244197065434452,0.6923076923076923,0.18796793985025925,0.1290853986926724,0.033543829265974635,0.8795881459879413,833000,874000,000150,2025-10-27,0.011560693641618602,0.17687861271676297,0.09113607990012484,0.4542429284525791,0.03995006242197263
