signal,days,excess_bp_per_day,t,hit_rate,breakeven_cost_bp_roundtrip
bm_ret_1d (반전),247,24.00320929860309,3.3531786203265357,0.611336032388664,24.00320929860309
rv_intraday (저변동),247,12.894896331980231,2.1089859068431496,0.5506072874493927,12.894896331980231
vshare_auction,247,9.970140087624065,1.5745712768755642,0.5506072874493927,9.970140087624065
combo (3개 순위 평균),247,19.87222768981305,3.1783221725331003,0.5991902834008097,19.87222768981305
