method,n_features,step,n_estimators,max_depth,max_features,features,rmse
RFE + Random Forest,20,1.0,100,5.0,0.5,"['return_1d', 'return_10d', 'return_20d', 'intraday_return', 'gap', 'sma_5', 'price_to_sma_5', 'price_to_sma_20', 'price_to_sma_60', 'rsi_14', 'roc_10', 'roc_20', 'macd', 'macd_signal', 'macd_hist', 'volatility_5', 'volatility_20', 'volume_sma_20', 'volume_ratio_20', 'target_return_5d']",0.05220836174906779
RFE + Random Forest,20,0.1,100,5.0,0.5,"['return_1d', 'return_10d', 'return_20d', 'intraday_return', 'gap', 'sma_5', 'price_to_sma_5', 'price_to_sma_20', 'price_to_sma_60', 'rsi_14', 'roc_10', 'roc_20', 'macd', 'macd_signal', 'macd_hist', 'volatility_5', 'volatility_20', 'volume_sma_20', 'volume_ratio_20', 'target_return_5d']",0.05220836174906779
RFE + Random Forest,20,2.0,100,5.0,0.5,"['return_1d', 'return_10d', 'return_20d', 'intraday_return', 'gap', 'sma_5', 'price_to_sma_5', 'price_to_sma_20', 'price_to_sma_60', 'rsi_14', 'roc_10', 'roc_20', 'macd', 'macd_signal', 'macd_hist', 'volatility_5', 'volatility_20', 'volume_sma_20', 'volume_ratio_20', 'target_return_5d']",0.05220836174906779
RFE + Random Forest,10,0.1,500,,sqrt,"['return_1d', 'return_10d', 'return_20d', 'price_to_sma_5', 'price_to_sma_20', 'rsi_14', 'roc_10', 'macd_hist', 'volatility_5', 'volatility_20']",0.052215721573571426
RFE + Random Forest,10,2.0,500,,log2,"['return_1d', 'return_10d', 'return_20d', 'price_to_sma_5', 'price_to_sma_20', 'rsi_14', 'roc_10', 'macd_hist', 'volatility_5', 'volatility_20']",0.052215721573571426
RFE + Random Forest,10,2.0,500,,sqrt,"['return_1d', 'return_10d', 'return_20d', 'price_to_sma_5', 'price_to_sma_20', 'rsi_14', 'roc_10', 'macd_hist', 'volatility_5', 'volatility_20']",0.052215721573571426
RFE + Random Forest,10,0.1,500,,log2,"['return_1d', 'return_10d', 'return_20d', 'price_to_sma_5', 'price_to_sma_20', 'rsi_14', 'roc_10', 'macd_hist', 'volatility_5', 'volatility_20']",0.05221572157357143
RFE + Random Forest,10,0.1,100,,sqrt,"['return_1d', 'return_10d', 'price_to_sma_5', 'price_to_sma_20', 'rsi_14', 'roc_10', 'roc_20', 'macd_hist', 'volatility_5', 'volatility_20']",0.05226525193032493
RFE + Random Forest,10,2.0,100,,log2,"['return_1d', 'return_10d', 'price_to_sma_5', 'price_to_sma_20', 'rsi_14', 'roc_10', 'roc_20', 'macd_hist', 'volatility_5', 'volatility_20']",0.052265251930324934
RFE + Random Forest,10,0.1,100,,log2,"['return_1d', 'return_10d', 'price_to_sma_5', 'price_to_sma_20', 'rsi_14', 'roc_10', 'roc_20', 'macd_hist', 'volatility_5', 'volatility_20']",0.052265251930324934
RFE + Random Forest,10,2.0,100,,sqrt,"['return_1d', 'return_10d', 'price_to_sma_5', 'price_to_sma_20', 'rsi_14', 'roc_10', 'roc_20', 'macd_hist', 'volatility_5', 'volatility_20']",0.052265251930324934
RFE + Random Forest,20,0.1,300,5.0,0.5,"['return_1d', 'return_10d', 'return_20d', 'intraday_return', 'gap', 'sma_60', 'price_to_sma_5', 'price_to_sma_20', 'price_to_sma_60', 'rsi_14', 'roc_10', 'roc_20', 'macd', 'macd_signal', 'macd_hist', 'volatility_5', 'volatility_20', 'volume_sma_20', 'volume_ratio_20', 'target_return_5d']",0.052286548954692424
RFE + Random Forest,20,1.0,300,5.0,0.5,"['return_1d', 'return_10d', 'return_20d', 'intraday_return', 'gap', 'sma_60', 'price_to_sma_5', 'price_to_sma_20', 'price_to_sma_60', 'rsi_14', 'roc_10', 'roc_20', 'macd', 'macd_signal', 'macd_hist', 'volatility_5', 'volatility_20', 'volume_sma_20', 'volume_ratio_20', 'target_return_5d']",0.05228654895469243
RFE + Random Forest,20,2.0,300,5.0,0.5,"['return_1d', 'return_10d', 'return_20d', 'intraday_return', 'gap', 'sma_60', 'price_to_sma_5', 'price_to_sma_20', 'price_to_sma_60', 'rsi_14', 'roc_10', 'roc_20', 'macd', 'macd_signal', 'macd_hist', 'volatility_5', 'volatility_20', 'volume_sma_20', 'volume_ratio_20', 'target_return_5d']",0.05228654895469243
RFE + Random Forest,10,0.1,500,10.0,log2,"['return_10d', 'return_20d', 'price_to_sma_5', 'price_to_sma_20', 'rsi_14', 'roc_10', 'roc_20', 'macd_hist', 'volatility_5', 'volatility_20']",0.05228971397826261
RFE + Random Forest,10,0.1,500,10.0,sqrt,"['return_10d', 'return_20d', 'price_to_sma_5', 'price_to_sma_20', 'rsi_14', 'roc_10', 'roc_20', 'macd_hist', 'volatility_5', 'volatility_20']",0.05228971397826261
RFE + Random Forest,10,2.0,500,10.0,log2,"['return_10d', 'return_20d', 'price_to_sma_5', 'price_to_sma_20', 'rsi_14', 'roc_10', 'roc_20', 'macd_hist', 'volatility_5', 'volatility_20']",0.05228971397826261
RFE + Random Forest,10,2.0,500,10.0,sqrt,"['return_10d', 'return_20d', 'price_to_sma_5', 'price_to_sma_20', 'rsi_14', 'roc_10', 'roc_20', 'macd_hist', 'volatility_5', 'volatility_20']",0.05228971397826261
RFE + Random Forest,10,0.1,300,10.0,log2,"['return_10d', 'return_20d', 'price_to_sma_5', 'price_to_sma_20', 'rsi_14', 'roc_10', 'roc_20', 'macd_hist', 'volatility_5', 'volatility_20']",0.05237037940549064
RFE + Random Forest,10,1.0,300,10.0,sqrt,"['return_10d', 'return_20d', 'price_to_sma_5', 'price_to_sma_20', 'rsi_14', 'roc_10', 'roc_20', 'macd_hist', 'volatility_5', 'volatility_20']",0.05237037940549064
RFE + Random Forest,10,2.0,300,10.0,sqrt,"['return_10d', 'return_20d', 'price_to_sma_5', 'price_to_sma_20', 'rsi_14', 'roc_10', 'roc_20', 'macd_hist', 'volatility_5', 'volatility_20']",0.05237037940549064
RFE + Random Forest,10,1.0,300,10.0,log2,"['return_10d', 'return_20d', 'price_to_sma_5', 'price_to_sma_20', 'rsi_14', 'roc_10', 'roc_20', 'macd_hist', 'volatility_5', 'volatility_20']",0.05237037940549065
RFE + Random Forest,10,0.1,300,10.0,sqrt,"['return_10d', 'return_20d', 'price_to_sma_5', 'price_to_sma_20', 'rsi_14', 'roc_10', 'roc_20', 'macd_hist', 'volatility_5', 'volatility_20']",0.05237037940549065
RFE + Random Forest,10,2.0,300,10.0,log2,"['return_10d', 'return_20d', 'price_to_sma_5', 'price_to_sma_20', 'rsi_14', 'roc_10', 'roc_20', 'macd_hist', 'volatility_5', 'volatility_20']",0.05237037940549065
RFE + Random Forest,15,1.0,300,5.0,0.5,"['return_1d', 'return_10d', 'return_20d', 'price_to_sma_5', 'price_to_sma_20', 'price_to_sma_60', 'rsi_14', 'roc_10', 'roc_20', 'macd_signal', 'macd_hist', 'volatility_5', 'volatility_20', 'volume_ratio_20', 'target_return_5d']",0.052381884874062715
RFE + Random Forest,10,1.0,300,,log2,"['return_10d', 'return_20d', 'price_to_sma_5', 'price_to_sma_20', 'rsi_14', 'roc_10', 'roc_20', 'macd_signal', 'macd_hist', 'volatility_5']",0.052408309776487826
RFE + Random Forest,10,1.0,300,,sqrt,"['return_10d', 'return_20d', 'price_to_sma_5', 'price_to_sma_20', 'rsi_14', 'roc_10', 'roc_20', 'macd_signal', 'macd_hist', 'volatility_5']",0.052408309776487826
RFE + Random Forest,20,1.0,500,5.0,0.5,"['return_1d', 'return_10d', 'return_20d', 'gap', 'sma_60', 'price_to_sma_5', 'price_to_sma_20', 'price_to_sma_60', 'rsi_14', 'roc_10', 'roc_20', 'macd', 'macd_signal', 'macd_hist', 'volatility_5', 'volatility_20', 'atr_14', 'volume_sma_20', 'volume_ratio_20', 'target_return_5d']",0.052430850746248724
RFE + Random Forest,20,2.0,500,5.0,0.5,"['return_1d', 'return_10d', 'return_20d', 'gap', 'sma_60', 'price_to_sma_5', 'price_to_sma_20', 'price_to_sma_60', 'rsi_14', 'roc_10', 'roc_20', 'macd', 'macd_signal', 'macd_hist', 'volatility_5', 'volatility_20', 'atr_14', 'volume_sma_20', 'volume_ratio_20', 'target_return_5d']",0.052430850746248724
RFE + Random Forest,20,0.1,500,5.0,0.5,"['return_1d', 'return_10d', 'return_20d', 'gap', 'sma_60', 'price_to_sma_5', 'price_to_sma_20', 'price_to_sma_60', 'rsi_14', 'roc_10', 'roc_20', 'macd', 'macd_signal', 'macd_hist', 'volatility_5', 'volatility_20', 'atr_14', 'volume_sma_20', 'volume_ratio_20', 'target_return_5d']",0.052430850746248724
RFE + Random Forest,10,1.0,500,,sqrt,"['return_10d', 'return_20d', 'price_to_sma_5', 'price_to_sma_20', 'rsi_14', 'roc_10', 'roc_20', 'macd_signal', 'macd_hist', 'volatility_5']",0.05244293290375214
RFE + Random Forest,10,1.0,500,,log2,"['return_10d', 'return_20d', 'price_to_sma_5', 'price_to_sma_20', 'rsi_14', 'roc_10', 'roc_20', 'macd_signal', 'macd_hist', 'volatility_5']",0.05244293290375214
RFE + Random Forest,15,0.1,500,5.0,0.5,"['return_1d', 'return_10d', 'return_20d', 'price_to_sma_5', 'price_to_sma_20', 'rsi_14', 'roc_10', 'roc_20', 'macd', 'macd_signal', 'macd_hist', 'volatility_5', 'volatility_20', 'volume_ratio_20', 'target_return_5d']",0.052449634283189266
RFE + Random Forest,15,1.0,500,5.0,0.5,"['return_1d', 'return_10d', 'return_20d', 'price_to_sma_5', 'price_to_sma_20', 'rsi_14', 'roc_10', 'roc_20', 'macd', 'macd_signal', 'macd_hist', 'volatility_5', 'volatility_20', 'volume_ratio_20', 'target_return_5d']",0.052449634283189266
RFE + Random Forest,15,2.0,500,5.0,0.5,"['return_1d', 'return_10d', 'return_20d', 'price_to_sma_5', 'price_to_sma_20', 'rsi_14', 'roc_10', 'roc_20', 'macd', 'macd_signal', 'macd_hist', 'volatility_5', 'volatility_20', 'volume_ratio_20', 'target_return_5d']",0.052449634283189266
RFE + Random Forest,10,1.0,500,5.0,0.5,"['return_10d', 'return_20d', 'price_to_sma_5', 'price_to_sma_20', 'rsi_14', 'roc_10', 'macd_signal', 'macd_hist', 'volatility_5', 'volatility_20']",0.05248253817041935
RFE + Random Forest,10,2.0,500,5.0,0.5,"['return_10d', 'price_to_sma_5', 'price_to_sma_20', 'rsi_14', 'roc_10', 'roc_20', 'macd_signal', 'macd_hist', 'volatility_5', 'volatility_20']",0.05248692921385699
RFE + Random Forest,10,0.1,500,5.0,0.5,"['return_10d', 'price_to_sma_5', 'price_to_sma_20', 'rsi_14', 'roc_10', 'roc_20', 'macd_signal', 'macd_hist', 'volatility_5', 'volatility_20']",0.05248692921385699
RFE + Random Forest,10,0.1,100,10.0,sqrt,"['return_10d', 'return_20d', 'price_to_sma_5', 'price_to_sma_20', 'rsi_14', 'roc_10', 'roc_20', 'macd_hist', 'volatility_5', 'volatility_20']",0.052502800021221346
RFE + Random Forest,10,2.0,100,10.0,sqrt,"['return_10d', 'return_20d', 'price_to_sma_5', 'price_to_sma_20', 'rsi_14', 'roc_10', 'roc_20', 'macd_hist', 'volatility_5', 'volatility_20']",0.052502800021221346
RFE + Random Forest,10,2.0,100,10.0,log2,"['return_10d', 'return_20d', 'price_to_sma_5', 'price_to_sma_20', 'rsi_14', 'roc_10', 'roc_20', 'macd_hist', 'volatility_5', 'volatility_20']",0.052502800021221346
RFE + Random Forest,10,0.1,100,10.0,log2,"['return_10d', 'return_20d', 'price_to_sma_5', 'price_to_sma_20', 'rsi_14', 'roc_10', 'roc_20', 'macd_hist', 'volatility_5', 'volatility_20']",0.052502800021221346
RFE + Random Forest,10,1.0,100,10.0,sqrt,"['return_10d', 'return_20d', 'price_to_sma_5', 'price_to_sma_20', 'rsi_14', 'roc_10', 'roc_20', 'macd_hist', 'volatility_5', 'volatility_20']",0.052502800021221346
RFE + Random Forest,10,1.0,100,10.0,log2,"['return_10d', 'return_20d', 'price_to_sma_5', 'price_to_sma_20', 'rsi_14', 'roc_10', 'roc_20', 'macd_hist', 'volatility_5', 'volatility_20']",0.052502800021221346
RFE + Random Forest,25,0.1,500,5.0,0.5,"['return_1d', 'return_10d', 'return_20d', 'intraday_return', 'high_low_range', 'gap', 'sma_5', 'sma_20', 'sma_60', 'price_to_sma_5', 'price_to_sma_20', 'price_to_sma_60', 'rsi_14', 'roc_10', 'roc_20', 'macd', 'macd_signal', 'macd_hist', 'volatility_5', 'volatility_20', 'atr_14', 'volume_change_1d', 'volume_sma_20', 'volume_ratio_20', 'target_return_5d']",0.052529198106501425
RFE + Random Forest,25,2.0,500,5.0,0.5,"['return_1d', 'return_10d', 'return_20d', 'intraday_return', 'high_low_range', 'gap', 'sma_5', 'sma_20', 'sma_60', 'price_to_sma_5', 'price_to_sma_20', 'price_to_sma_60', 'rsi_14', 'roc_10', 'roc_20', 'macd', 'macd_signal', 'macd_hist', 'volatility_5', 'volatility_20', 'atr_14', 'volume_change_1d', 'volume_sma_20', 'volume_ratio_20', 'target_return_5d']",0.05252919810650143
RFE + Random Forest,25,1.0,500,5.0,0.5,"['return_1d', 'return_10d', 'return_20d', 'intraday_return', 'high_low_range', 'gap', 'sma_5', 'sma_20', 'sma_60', 'price_to_sma_5', 'price_to_sma_20', 'price_to_sma_60', 'rsi_14', 'roc_10', 'roc_20', 'macd', 'macd_signal', 'macd_hist', 'volatility_5', 'volatility_20', 'atr_14', 'volume_change_1d', 'volume_sma_20', 'volume_ratio_20', 'target_return_5d']",0.05252919810650144
RFE + Random Forest,10,1.0,300,5.0,0.5,"['return_10d', 'return_20d', 'price_to_sma_5', 'price_to_sma_20', 'rsi_14', 'roc_10', 'macd_signal', 'macd_hist', 'volatility_5', 'volatility_20']",0.052585677351530996
RFE + Random Forest,10,0.1,300,5.0,0.5,"['return_10d', 'price_to_sma_5', 'price_to_sma_20', 'rsi_14', 'roc_10', 'roc_20', 'macd_signal', 'macd_hist', 'volatility_5', 'volatility_20']",0.05260228364060354
RFE + Random Forest,10,2.0,300,5.0,0.5,"['return_10d', 'price_to_sma_5', 'price_to_sma_20', 'rsi_14', 'roc_10', 'roc_20', 'macd_signal', 'macd_hist', 'volatility_5', 'volatility_20']",0.05260228364060354
RFE + Random Forest,15,2.0,300,5.0,0.5,"['return_1d', 'return_10d', 'return_20d', 'price_to_sma_5', 'price_to_sma_20', 'price_to_sma_60', 'rsi_14', 'roc_10', 'roc_20', 'macd', 'macd_signal', 'macd_hist', 'volatility_5', 'volatility_20', 'volume_ratio_20']",0.05266277223345927
RFE + Random Forest,15,0.1,300,5.0,0.5,"['return_1d', 'return_10d', 'return_20d', 'price_to_sma_5', 'price_to_sma_20', 'price_to_sma_60', 'rsi_14', 'roc_10', 'roc_20', 'macd', 'macd_signal', 'macd_hist', 'volatility_5', 'volatility_20', 'volume_ratio_20']",0.052662772233459276
RFE + Random Forest,25,0.1,300,5.0,0.5,"['return_1d', 'return_10d', 'return_20d', 'intraday_return', 'high_low_range', 'gap', 'sma_5', 'sma_20', 'sma_60', 'price_to_sma_5', 'price_to_sma_20', 'price_to_sma_60', 'rsi_14', 'roc_10', 'roc_20', 'macd', 'macd_signal', 'macd_hist', 'volatility_5', 'volatility_20', 'atr_14', 'volume_change_1d', 'volume_sma_20', 'volume_ratio_20', 'target_return_5d']",0.05267588541672048
RFE + Random Forest,25,1.0,300,5.0,0.5,"['return_1d', 'return_10d', 'return_20d', 'intraday_return', 'high_low_range', 'gap', 'sma_5', 'sma_20', 'sma_60', 'price_to_sma_5', 'price_to_sma_20', 'price_to_sma_60', 'rsi_14', 'roc_10', 'roc_20', 'macd', 'macd_signal', 'macd_hist', 'volatility_5', 'volatility_20', 'atr_14', 'volume_change_1d', 'volume_sma_20', 'volume_ratio_20', 'target_return_5d']",0.05267588541672048
RFE + Random Forest,25,2.0,300,5.0,0.5,"['return_1d', 'return_10d', 'return_20d', 'intraday_return', 'high_low_range', 'gap', 'sma_5', 'sma_20', 'sma_60', 'price_to_sma_5', 'price_to_sma_20', 'price_to_sma_60', 'rsi_14', 'roc_10', 'roc_20', 'macd', 'macd_signal', 'macd_hist', 'volatility_5', 'volatility_20', 'atr_14', 'volume_change_1d', 'volume_sma_20', 'volume_ratio_20', 'target_return_5d']",0.05267588541672048
RFE + Random Forest,10,1.0,500,10.0,sqrt,"['return_10d', 'return_20d', 'price_to_sma_5', 'price_to_sma_20', 'rsi_14', 'roc_10', 'roc_20', 'macd_signal', 'macd_hist', 'volatility_5']",0.052687721134194586
RFE + Random Forest,10,1.0,500,10.0,log2,"['return_10d', 'return_20d', 'price_to_sma_5', 'price_to_sma_20', 'rsi_14', 'roc_10', 'roc_20', 'macd_signal', 'macd_hist', 'volatility_5']",0.052687721134194586
RFE + Random Forest,10,1.0,100,5.0,0.5,"['return_10d', 'return_20d', 'price_to_sma_5', 'price_to_sma_20', 'rsi_14', 'roc_10', 'macd_signal', 'macd_hist', 'volatility_5', 'volatility_20']",0.05274776143092302
RFE + Random Forest,10,2.0,100,5.0,0.5,"['return_10d', 'return_20d', 'price_to_sma_5', 'price_to_sma_20', 'rsi_14', 'roc_10', 'macd_signal', 'macd_hist', 'volatility_5', 'volatility_20']",0.05274776143092302
RFE + Random Forest,10,0.1,100,5.0,0.5,"['return_10d', 'return_20d', 'price_to_sma_5', 'price_to_sma_20', 'rsi_14', 'roc_10', 'macd_signal', 'macd_hist', 'volatility_5', 'volatility_20']",0.052747761430923024
RFE + Random Forest,15,1.0,100,5.0,0.5,"['return_1d', 'return_10d', 'return_20d', 'price_to_sma_5', 'price_to_sma_20', 'rsi_14', 'roc_10', 'roc_20', 'macd', 'macd_signal', 'macd_hist', 'volatility_5', 'volatility_20', 'volume_ratio_20', 'target_return_5d']",0.05275538014765449
RFE + Random Forest,15,0.1,100,5.0,0.5,"['return_1d', 'return_10d', 'return_20d', 'price_to_sma_5', 'price_to_sma_20', 'price_to_sma_60', 'rsi_14', 'roc_10', 'roc_20', 'macd', 'macd_signal', 'macd_hist', 'volatility_5', 'volatility_20', 'volume_ratio_20']",0.05277708792545318
RFE + Random Forest,15,2.0,100,5.0,0.5,"['return_1d', 'return_10d', 'return_20d', 'price_to_sma_5', 'price_to_sma_20', 'price_to_sma_60', 'rsi_14', 'roc_10', 'roc_20', 'macd', 'macd_signal', 'macd_hist', 'volatility_5', 'volatility_20', 'volume_ratio_20']",0.05277708792545318
RFE + Random Forest,5,0.1,100,10.0,log2,"['return_10d', 'price_to_sma_5', 'price_to_sma_20', 'rsi_14', 'roc_10']",0.052931357921826114
RFE + Random Forest,5,1.0,100,10.0,sqrt,"['return_10d', 'price_to_sma_5', 'price_to_sma_20', 'rsi_14', 'roc_10']",0.052931357921826114
RFE + Random Forest,5,2.0,100,10.0,log2,"['return_10d', 'price_to_sma_5', 'price_to_sma_20', 'rsi_14', 'roc_10']",0.05293135792182612
RFE + Random Forest,5,2.0,100,10.0,0.5,"['return_10d', 'price_to_sma_5', 'price_to_sma_20', 'rsi_14', 'roc_10']",0.05293135792182612
RFE + Random Forest,5,0.1,100,10.0,sqrt,"['return_10d', 'price_to_sma_5', 'price_to_sma_20', 'rsi_14', 'roc_10']",0.05293135792182612
RFE + Random Forest,5,2.0,100,10.0,sqrt,"['return_10d', 'price_to_sma_5', 'price_to_sma_20', 'rsi_14', 'roc_10']",0.05293135792182612
RFE + Random Forest,5,1.0,100,10.0,log2,"['return_10d', 'price_to_sma_5', 'price_to_sma_20', 'rsi_14', 'roc_10']",0.05293135792182612
RFE + Random Forest,5,1.0,100,10.0,0.5,"['return_10d', 'price_to_sma_5', 'price_to_sma_20', 'rsi_14', 'roc_10']",0.05293135792182612
RFE + Random Forest,5,0.1,100,10.0,0.5,"['return_10d', 'price_to_sma_5', 'price_to_sma_20', 'rsi_14', 'roc_10']",0.05293135792182612
RFE + Random Forest,25,0.1,100,5.0,0.5,"['return_1d', 'return_10d', 'return_20d', 'intraday_return', 'high_low_range', 'gap', 'sma_5', 'sma_20', 'sma_60', 'price_to_sma_5', 'price_to_sma_20', 'price_to_sma_60', 'rsi_14', 'roc_10', 'roc_20', 'macd', 'macd_signal', 'macd_hist', 'volatility_5', 'volatility_20', 'atr_14', 'volume_change_1d', 'volume_sma_20', 'volume_ratio_20', 'target_return_5d']",0.05297379772051817
RFE + Random Forest,25,1.0,100,5.0,0.5,"['return_1d', 'return_10d', 'return_20d', 'intraday_return', 'high_low_range', 'gap', 'sma_5', 'sma_20', 'sma_60', 'price_to_sma_5', 'price_to_sma_20', 'price_to_sma_60', 'rsi_14', 'roc_10', 'roc_20', 'macd', 'macd_signal', 'macd_hist', 'volatility_5', 'volatility_20', 'atr_14', 'volume_change_1d', 'volume_sma_20', 'volume_ratio_20', 'target_return_5d']",0.05297379772051817
RFE + Random Forest,25,2.0,100,5.0,0.5,"['return_1d', 'return_10d', 'return_20d', 'intraday_return', 'high_low_range', 'gap', 'sma_5', 'sma_20', 'sma_60', 'price_to_sma_5', 'price_to_sma_20', 'price_to_sma_60', 'rsi_14', 'roc_10', 'roc_20', 'macd', 'macd_signal', 'macd_hist', 'volatility_5', 'volatility_20', 'atr_14', 'volume_change_1d', 'volume_sma_20', 'volume_ratio_20', 'target_return_5d']",0.05297379772051817
RFE + Random Forest,5,1.0,300,10.0,sqrt,"['return_10d', 'price_to_sma_5', 'price_to_sma_20', 'rsi_14', 'roc_10']",0.05315198012384441
RFE + Random Forest,5,1.0,300,10.0,log2,"['return_10d', 'price_to_sma_5', 'price_to_sma_20', 'rsi_14', 'roc_10']",0.05315198012384441
RFE + Random Forest,5,1.0,300,10.0,0.5,"['return_10d', 'price_to_sma_5', 'price_to_sma_20', 'rsi_14', 'roc_10']",0.05315198012384441
RFE + Random Forest,5,0.1,300,10.0,log2,"['return_10d', 'price_to_sma_5', 'price_to_sma_20', 'rsi_14', 'roc_10']",0.05315198012384441
RFE + Random Forest,5,2.0,300,10.0,0.5,"['return_10d', 'price_to_sma_5', 'price_to_sma_20', 'rsi_14', 'roc_10']",0.05315198012384441
RFE + Random Forest,5,2.0,300,10.0,sqrt,"['return_10d', 'price_to_sma_5', 'price_to_sma_20', 'rsi_14', 'roc_10']",0.05315198012384441
RFE + Random Forest,5,0.1,300,10.0,sqrt,"['return_10d', 'price_to_sma_5', 'price_to_sma_20', 'rsi_14', 'roc_10']",0.053151980123844415
RFE + Random Forest,5,2.0,300,10.0,log2,"['return_10d', 'price_to_sma_5', 'price_to_sma_20', 'rsi_14', 'roc_10']",0.053151980123844415
RFE + Random Forest,5,0.1,300,10.0,0.5,"['return_10d', 'price_to_sma_5', 'price_to_sma_20', 'rsi_14', 'roc_10']",0.053151980123844415
RFE + Random Forest,5,1.0,500,,sqrt,"['return_10d', 'price_to_sma_5', 'price_to_sma_20', 'rsi_14', 'roc_10']",0.053160228814495405
RFE + Random Forest,5,0.1,500,,0.5,"['return_10d', 'price_to_sma_5', 'price_to_sma_20', 'rsi_14', 'roc_10']",0.053160228814495405
RFE + Random Forest,5,1.0,500,,log2,"['return_10d', 'price_to_sma_5', 'price_to_sma_20', 'rsi_14', 'roc_10']",0.053160228814495405
RFE + Random Forest,5,2.0,500,,0.5,"['return_10d', 'price_to_sma_5', 'price_to_sma_20', 'rsi_14', 'roc_10']",0.053160228814495405
RFE + Random Forest,5,0.1,500,,log2,"['return_10d', 'price_to_sma_5', 'price_to_sma_20', 'rsi_14', 'roc_10']",0.053160228814495405
RFE + Random Forest,5,2.0,500,,log2,"['return_10d', 'price_to_sma_5', 'price_to_sma_20', 'rsi_14', 'roc_10']",0.053160228814495405
RFE + Random Forest,5,2.0,500,,sqrt,"['return_10d', 'price_to_sma_5', 'price_to_sma_20', 'rsi_14', 'roc_10']",0.053160228814495405
RFE + Random Forest,5,1.0,500,,0.5,"['return_10d', 'price_to_sma_5', 'price_to_sma_20', 'rsi_14', 'roc_10']",0.053160228814495405
RFE + Random Forest,5,0.1,500,,sqrt,"['return_10d', 'price_to_sma_5', 'price_to_sma_20', 'rsi_14', 'roc_10']",0.053160228814495405
RFE + Random Forest,5,1.0,500,10.0,0.5,"['return_10d', 'price_to_sma_5', 'price_to_sma_20', 'rsi_14', 'roc_10']",0.05320453424446877
RFE + Random Forest,5,0.1,500,10.0,sqrt,"['return_10d', 'price_to_sma_5', 'price_to_sma_20', 'rsi_14', 'roc_10']",0.05320453424446877
RFE + Random Forest,5,1.0,500,10.0,sqrt,"['return_10d', 'price_to_sma_5', 'price_to_sma_20', 'rsi_14', 'roc_10']",0.05320453424446877
RFE + Random Forest,5,2.0,500,10.0,sqrt,"['return_10d', 'price_to_sma_5', 'price_to_sma_20', 'rsi_14', 'roc_10']",0.05320453424446877
RFE + Random Forest,5,2.0,500,10.0,log2,"['return_10d', 'price_to_sma_5', 'price_to_sma_20', 'rsi_14', 'roc_10']",0.05320453424446877
RFE + Random Forest,5,2.0,500,10.0,0.5,"['return_10d', 'price_to_sma_5', 'price_to_sma_20', 'rsi_14', 'roc_10']",0.05320453424446877
RFE + Random Forest,5,0.1,500,10.0,log2,"['return_10d', 'price_to_sma_5', 'price_to_sma_20', 'rsi_14', 'roc_10']",0.05320453424446877
RFE + Random Forest,5,1.0,500,10.0,log2,"['return_10d', 'price_to_sma_5', 'price_to_sma_20', 'rsi_14', 'roc_10']",0.05320453424446877
RFE + Random Forest,5,0.1,500,10.0,0.5,"['return_10d', 'price_to_sma_5', 'price_to_sma_20', 'rsi_14', 'roc_10']",0.05320453424446877
RFE + Random Forest,5,1.0,300,,sqrt,"['return_10d', 'price_to_sma_5', 'price_to_sma_20', 'rsi_14', 'roc_10']",0.053230091867837864
RFE + Random Forest,5,2.0,300,,sqrt,"['return_10d', 'price_to_sma_5', 'price_to_sma_20', 'rsi_14', 'roc_10']",0.053230091867837864
RFE + Random Forest,5,2.0,300,,0.5,"['return_10d', 'price_to_sma_5', 'price_to_sma_20', 'rsi_14', 'roc_10']",0.053230091867837864
RFE + Random Forest,5,1.0,300,,0.5,"['return_10d', 'price_to_sma_5', 'price_to_sma_20', 'rsi_14', 'roc_10']",0.053230091867837864
RFE + Random Forest,5,0.1,300,,sqrt,"['return_10d', 'price_to_sma_5', 'price_to_sma_20', 'rsi_14', 'roc_10']",0.053230091867837864
RFE + Random Forest,5,0.1,300,,log2,"['return_10d', 'price_to_sma_5', 'price_to_sma_20', 'rsi_14', 'roc_10']",0.053230091867837864
RFE + Random Forest,5,0.1,300,,0.5,"['return_10d', 'price_to_sma_5', 'price_to_sma_20', 'rsi_14', 'roc_10']",0.053230091867837864
RFE + Random Forest,5,2.0,300,,log2,"['return_10d', 'price_to_sma_5', 'price_to_sma_20', 'rsi_14', 'roc_10']",0.053230091867837864
RFE + Random Forest,5,1.0,300,,log2,"['return_10d', 'price_to_sma_5', 'price_to_sma_20', 'rsi_14', 'roc_10']",0.053230091867837864
RFE + Random Forest,20,1.0,100,10.0,sqrt,"['return_1d', 'return_10d', 'return_20d', 'intraday_return', 'high_low_range', 'gap', 'sma_20', 'price_to_sma_5', 'price_to_sma_20', 'price_to_sma_60', 'rsi_14', 'roc_10', 'roc_20', 'macd', 'macd_signal', 'macd_hist', 'volatility_5', 'volatility_20', 'volume_ratio_20', 'target_return_5d']",0.05323792817830936
RFE + Random Forest,20,2.0,100,10.0,log2,"['return_1d', 'return_10d', 'return_20d', 'intraday_return', 'high_low_range', 'gap', 'sma_20', 'price_to_sma_5', 'price_to_sma_20', 'price_to_sma_60', 'rsi_14', 'roc_10', 'roc_20', 'macd', 'macd_signal', 'macd_hist', 'volatility_5', 'volatility_20', 'volume_ratio_20', 'target_return_5d']",0.05323792817830936
